Player,Tm,yardline_100
A.JONES,GB,58
A.JONES,GB,51
M.GORDON,LAC,92
A.EKELER,LAC,84
J.MIXON,CIN,76
J.MIXON,CIN,69
J.MIXON,CIN,54
L.JACKSON,BAL,55
N.CHUBB,CLE,61
E.ELLIOTT,DAL,74
E.ELLIOTT,DAL,65
E.ELLIOTT,DAL,60
T.POLLARD,DAL,52
D.JONES,NYG,56
E.ELLIOTT,DAL,52
G.TATE,NYG,55
E.ELLIOTT,DAL,75
E.ELLIOTT,DAL,60
E.ELLIOTT,DAL,51
D.JONES,NYG,52
E.ELLIOTT,DAL,74
D.JONES,NYG,61
S.BARKLEY,NYG,52
T.POLLARD,DAL,75
E.ELLIOTT,DAL,84
E.ELLIOTT,DAL,52
S.BARKLEY,NYG,79
R.COBB,DAL,56
E.ELLIOTT,DAL,56
D.JONES,NYG,68
M.GORDON,LAC,58
A.EKELER,LAC,80
M.GORDON,LAC,63
M.GORDON,LAC,75
M.GORDON,LAC,69
M.GORDON,LAC,63
A.EKELER,LAC,60
J.JACOBS,OAK,70
J.JACOBS,OAK,54
M.GORDON,LAC,68
A.EKELER,LAC,57
D.CARR,OAK,64
J.JACOBS,OAK,65
J.JACOBS,OAK,60
T.JOHNSON,DET,76
D.MONTGOMERY,CHI,77
D.MONTGOMERY,CHI,72
T.JOHNSON,DET,66
J.DRISKEL,DET,63
D.MONTGOMERY,CHI,83
M.TRUBISKY,CHI,81
T.COHEN,CHI,79
J.MCKISSIC,DET,61
D.MONTGOMERY,CHI,96
J.DRISKEL,DET,54
J.MCKISSIC,DET,61
D.MONTGOMERY,CHI,89
P.DIMARCO,BUF,97
F.GORE,BUF,95
N.CHUBB,CLE,73
D.SINGLETARY,BUF,76
F.GORE,BUF,67
B.HILL,ATL,90
B.HILL,ATL,73
T.GINN,NO,15
B.HILL,ATL,75
B.HILL,ATL,60
B.HILL,ATL,56
B.HILL,ATL,50
A.KAMARA,NO,54
B.HILL,ATL,67
B.HILL,ATL,57
J.MIXON,CIN,60
J.MIXON,CIN,55
J.MIXON,CIN,51
J.MIXON,CIN,51
J.MIXON,CIN,75
J.MIXON,CIN,75
J.MIXON,CIN,61
J.MIXON,CIN,58
J.MIXON,CIN,51
J.HILL,BAL,75
G.EDWARDS,BAL,68
G.EDWARDS,BAL,64
J.MIXON,CIN,54
G.EDWARDS,BAL,75
G.BERNARD,CIN,60
N.CHUBB,CLE,75
S.BARKLEY,NYG,82
S.BARKLEY,NYG,75
B.POWELL,NYJ,74
B.POWELL,NYJ,69
S.BARKLEY,NYG,61
L.BELL,NYJ,83
S.BARKLEY,NYG,70
S.BARKLEY,NYG,67
JOS.ALLEN,BUF,64
D.SINGLETARY,BUF,52
N.CHUBB,CLE,77
N.CHUBB,CLE,55
K.HUNT,CLE,76
B.MAYFIELD,CLE,67
K.HUNT,CLE,65
D.SINGLETARY,BUF,77
D.SINGLETARY,BUF,60
D.SINGLETARY,BUF,74
D.SINGLETARY,BUF,84
N.CHUBB,CLE,85
N.CHUBB,CLE,64
F.GORE,BUF,84
N.CHUBB,CLE,73
N.CHUBB,CLE,56
K.ALLEN,LAC,77
A.EKELER,LAC,59
C.MCCAFFREY,CAR,72
J.JACOBS,OAK,89
J.JACOBS,OAK,86
J.RICHARD,OAK,81
M.GORDON,LAC,80
J.JACOBS,OAK,73
M.GORDON,LAC,91
A.EKELER,LAC,57
J.JACOBS,OAK,54
C.MCCAFFREY,CAR,65
C.MCCAFFREY,CAR,63
A.JONES,GB,90
K.DRAKE,ARI,56
K.DRAKE,ARI,75
K.MURRAY,ARI,52
DAM.WILLIAMS,KC,59
D.HENRY,TEN,75
D.HENRY,TEN,75
D.HENRY,TEN,58
DAM.WILLIAMS,KC,92
T.HILL,KC,83
D.THOMPSON,KC,68
DAM.WILLIAMS,KC,53
A.JONES,GB,53
C.MCCAFFREY,CAR,92
C.MCCAFFREY,CAR,55
J.WILLIAMS,GB,80
J.WILLIAMS,GB,59
C.MCCAFFREY,CAR,82
C.MCCAFFREY,CAR,52
A.JONES,GB,75
A.JONES,GB,66
C.MCCAFFREY,CAR,92
A.JONES,GB,53
C.MCCAFFREY,CAR,74
C.RIDLEY,ATL,75
D.FREEMAN,ATL,56
L.MURRAY,NO,75
A.KAMARA,NO,74
L.MURRAY,NO,66
D.FREEMAN,ATL,54
L.BELL,NYJ,62
D.FREEMAN,ATL,25
D.FREEMAN,ATL,51
M.MACK,IND,75
K.BALLAGE,MIA,72
K.BALLAGE,MIA,87
M.MACK,IND,63
E.ELLIOTT,DAL,59
L.BELL,NYJ,80
S.BARKLEY,NYG,57
B.POWELL,NYJ,77
B.POWELL,NYJ,64
S.DARNOLD,NYJ,61
S.BARKLEY,NYG,75
D.JONES,NYG,75
S.BARKLEY,NYG,64
L.BELL,NYJ,93
L.BELL,NYJ,73
L.BELL,NYJ,64
R.JONES,TB,60
P.BARBER,TB,48
R.JONES,TB,7
J.WINSTON,TB,70
K.DRAKE,ARI,75
R.JONES,TB,63
K.MURRAY,ARI,96
A.JONES,GB,55
C.MCCAFFREY,CAR,75
K.ALLEN,CAR,71
C.MCCAFFREY,CAR,63
J.WILLIAMS,GB,75
A.JONES,GB,52
J.WILLIAMS,GB,90
J.WILLIAMS,GB,78
J.WILLIAMS,GB,1
R.JONES,TB,67
R.JONES,TB,56
R.JONES,TB,75
T.LOGAN,TB,70
K.DRAKE,ARI,79
P.BARBER,TB,89
P.BARBER,TB,94
R.JONES,TB,89
J.WINSTON,TB,91
K.DRAKE,ARI,75
K.MURRAY,ARI,71
R.JONES,TB,76
DAM.WILLIAMS,KC,59
D.HENRY,TEN,90
D.HENRY,TEN,78
M.BROWN,LA,70
M.BROWN,LA,78
M.BROWN,LA,68
J.SAMUELS,PIT,66
T.EDMUNDS,PIT,51
J.SAMUELS,PIT,70
J.SAMUELS,PIT,70
J.SAMUELS,PIT,75
E.ELLIOTT,DAL,75
E.ELLIOTT,DAL,59
D.COOK,MIN,53
E.ELLIOTT,DAL,75
E.ELLIOTT,DAL,71
E.ELLIOTT,DAL,52
D.COOK,MIN,90
D.COOK,MIN,88
D.COOK,MIN,74
D.COOK,MIN,94
D.COOK,MIN,93
A.MATTISON,MIN,80
D.COOK,MIN,69
E.ELLIOTT,DAL,71
E.ELLIOTT,DAL,58
E.ELLIOTT,DAL,52
D.COOK,MIN,70
D.COOK,MIN,53
D.COOK,MIN,75
A.MATTISON,MIN,56
D.COOK,MIN,52
L.MURRAY,NO,81
A.KAMARA,NO,64
T.HILL,NO,71
A.KAMARA,NO,60
D.JONES,NYG,61
S.BARKLEY,NYG,56
S.BARKLEY,NYG,75
T.POLLARD,DAL,75
D.HENRY,TEN,66
DAM.WILLIAMS,KC,96
D.HENRY,TEN,87
D.HENRY,TEN,83
DAM.WILLIAMS,KC,77
D.HENRY,TEN,1
DAM.WILLIAMS,KC,74
DAM.WILLIAMS,KC,64
D.HENRY,TEN,75
D.HENRY,TEN,61
R.TANNEHILL,TEN,61
K.BALLAGE,MIA,72
M.MACK,IND,75
M.MACK,IND,73
K.BALLAGE,MIA,64
M.MACK,IND,89
M.MACK,IND,52
J.WILKINS,IND,52
K.BALLAGE,MIA,94
K.BALLAGE,MIA,94
K.BALLAGE,MIA,84
K.BALLAGE,MIA,75
R.FITZPATRICK,MIA,74
K.BALLAGE,MIA,75
C.CARSON,SEA,63
C.CARSON,SEA,56
R.WILSON,SEA,57
DAM.WILLIAMS,KC,85
S.WATKINS,KC,72
D.WILLIAMS,KC,58
J.CONNER,PIT,78
J.CONNER,PIT,79
J.SAMUELS,PIT,73
M.MACK,IND,75
M.MACK,IND,53
J.SAMUELS,PIT,77
T.GURLEY,LA,84
T.GURLEY,LA,78
J.SAMUELS,PIT,65
T.GURLEY,LA,84
T.GURLEY,LA,75
D.HENDERSON,LA,62
T.GURLEY,LA,62
D.HENDERSON,LA,77
J.SAMUELS,PIT,86
J.SAMUELS,PIT,83
T.EDMUNDS,PIT,75
T.EDMUNDS,PIT,73
D.HENDERSON,LA,85
T.GURLEY,LA,57
T.GURLEY,LA,64
J.SAMUELS,PIT,67
J.SAMUELS,PIT,55
T.GURLEY,LA,80
B.BORTLES,LA,72
T.GURLEY,LA,88
T.GURLEY,LA,66
D.COOK,MIN,75
K.COUSINS,MIN,62
D.COOK,MIN,57
D.COOK,MIN,55
D.HENRY,TEN,68
DAM.WILLIAMS,KC,66
DAM.WILLIAMS,KC,51
D.HENRY,TEN,66
D.HENRY,TEN,60
DAM.WILLIAMS,KC,79
S.WATKINS,KC,64
D.HENRY,TEN,75
D.HENRY,TEN,66
D.HENRY,TEN,65
R.TANNEHILL,TEN,66
D.HENRY,TEN,54
D.JOHNSON,HOU,57
L.JACKSON,BAL,53
L.JACKSON,BAL,51
D.WATSON,HOU,62
C.HYDE,HOU,67
D.WATSON,HOU,66
L.JACKSON,BAL,61
D.JOHNSON,HOU,52
M.INGRAM,BAL,31
D.JOHNSON,HOU,77
D.JOHNSON,HOU,58
G.EDWARDS,BAL,80
G.EDWARDS,BAL,66
G.EDWARDS,BAL,63
G.HOWELL,HOU,70
G.HOWELL,HOU,66
M.MACK,IND,67
M.MACK,IND,63
L.FOURNETTE,JAX,75
L.FOURNETTE,JAX,60
C.ROGERS,IND,56
J.WILLIAMS,IND,64
J.WILLIAMS,IND,59
J.WILLIAMS,IND,88
J.WILLIAMS,IND,71
J.WILLIAMS,IND,65
J.WILLIAMS,IND,63
N.HINES,IND,55
N.HINES,IND,54
D.SINGLETARY,BUF,75
B.HILL,ATL,75
C.MCCAFFREY,CAR,73
K.BALLAGE,MIA,61
K.BALLAGE,MIA,26
C.MCCAFFREY,CAR,72
C.MCCAFFREY,CAR,75
C.MCCAFFREY,CAR,56
E.ELLIOTT,DAL,75
B.SCARBROUGH,DET,75
J.MCKISSIC,DET,82
E.ELLIOTT,DAL,74
A.MATTISON,MIN,75
A.MATTISON,MIN,76
A.MATTISON,MIN,64
D.COOK,MIN,74
P.LINDSAY,DEN,84
R.FREEMAN,DEN,80
P.LINDSAY,DEN,71
B.ALLEN,DEN,71
D.COOK,MIN,66
D.COOK,MIN,55
K.COUSINS,MIN,55
P.LINDSAY,DEN,75
B.ALLEN,DEN,63
N.FANT,DEN,51
K.COUSINS,MIN,66
D.COOK,MIN,66
D.PRESCOTT,DAL,75
E.ELLIOTT,DAL,51
B.SCARBROUGH,DET,85
B.SCARBROUGH,DET,70
J.MCKISSIC,DET,68
B.SCARBROUGH,DET,62
B.SCARBROUGH,DET,61
C.HYDE,HOU,75
L.JACKSON,BAL,59
C.HYDE,HOU,75
C.HYDE,HOU,61
G.EDWARDS,BAL,71
L.JACKSON,BAL,56
D.COOK,MIN,86
D.COOK,MIN,89
D.COOK,MIN,86
T.COLEMAN,SF,75
T.COLEMAN,SF,74
C.CARSON,SEA,75
C.CARSON,SEA,71
C.CARSON,SEA,69
M.BREIDA,SF,74
T.COLEMAN,SF,73
N.CHUBB,CLE,77
J.CONNER,PIT,78
E.ELLIOTT,DAL,86
B.SCARBROUGH,DET,69
E.ELLIOTT,DAL,73
J.SAMUELS,PIT,75
M.RUDOLPH,PIT,61
N.CHUBB,CLE,30
J.SAMUELS,PIT,65
N.CHUBB,CLE,93
N.CHUBB,CLE,89
N.CHUBB,CLE,73
N.CHUBB,CLE,70
N.CHUBB,CLE,60
N.CHUBB,CLE,63
J.SAMUELS,PIT,80
J.SAMUELS,PIT,80
N.CHUBB,CLE,53
T.EDMUNDS,PIT,50
K.HUNT,CLE,74
N.CHUBB,CLE,58
K.HUNT,CLE,52
N.CHUBB,CLE,32
N.CHUBB,CLE,67
N.CHUBB,CLE,60
K.HUNT,CLE,60
N.CHUBB,CLE,62
N.CHUBB,CLE,59
K.HUNT,CLE,54
M.RUDOLPH,PIT,68
N.CHUBB,CLE,51
C.HYDE,HOU,68
D.WATSON,HOU,57
B.SCARBROUGH,DET,82
E.ELLIOTT,DAL,69
J.DRISKEL,DET,75
J.DRISKEL,DET,69
T.JOHNSON,DET,86
E.ELLIOTT,DAL,87
L.FOURNETTE,JAX,67
L.FOURNETTE,JAX,67
M.MACK,IND,93
R.ARMSTEAD,JAX,60
L.FOURNETTE,JAX,54
M.MACK,IND,76
M.MACK,IND,72
M.MACK,IND,59
M.MACK,IND,53
L.FOURNETTE,JAX,71
L.FOURNETTE,JAX,63
M.MACK,IND,70
M.MACK,IND,80
J.BRISSETT,IND,85
K.BALLAGE,MIA,91
K.BALLAGE,MIA,96
M.GASKIN,MIA,80
K.BALLAGE,MIA,57
D.SINGLETARY,BUF,81
D.SINGLETARY,BUF,47
K.BALLAGE,MIA,90
F.GORE,BUF,65
K.BALLAGE,MIA,63
K.BALLAGE,MIA,3
D.SINGLETARY,BUF,56
D.SINGLETARY,BUF,75
M.BREIDA,SF,63
M.BREIDA,SF,56
C.CARSON,SEA,83
T.LOCKETT,SEA,79
C.CARSON,SEA,59
T.COLEMAN,SF,80
M.BREIDA,SF,75
T.COLEMAN,SF,98
C.CARSON,SEA,78
C.CARSON,SEA,69
M.BREIDA,SF,67
J.GAROPPOLO,SF,66
M.BREIDA,SF,64
R.WILSON,SEA,80
C.CARSON,SEA,74
C.CARSON,SEA,68
C.CARSON,SEA,70
T.COLEMAN,SF,69
R.MOSTERT,SF,41
C.CARSON,SEA,67
C.CARSON,SEA,66
R.WILSON,SEA,53
N.CHUBB,CLE,66
N.CHUBB,CLE,56
C.MCCAFFREY,CAR,74
C.MCCAFFREY,CAR,88
C.MCCAFFREY,CAR,76
C.MCCAFFREY,CAR,58
B.HILL,ATL,53
K.BARNER,ATL,53
C.MCCAFFREY,CAR,75
C.MCCAFFREY,CAR,85
J.JONES,ATL,33
C.MCCAFFREY,CAR,77
B.HILL,ATL,75
Q.OLLISON,ATL,86
Q.OLLISON,ATL,83
B.HILL,ATL,80
P.LAIRD,MIA,71
R.FITZPATRICK,MIA,65
D.SINGLETARY,BUF,53
D.SINGLETARY,BUF,22
D.COOK,MIN,55
R.FREEMAN,DEN,90
D.COOK,MIN,68
P.LINDSAY,DEN,75
P.LINDSAY,DEN,69
N.FANT,DEN,66
R.MOSTERT,SF,42
K.DRAKE,ARI,59
T.COLEMAN,SF,85
T.COLEMAN,SF,86
K.MURRAY,ARI,57
K.MURRAY,ARI,52
L.MURRAY,NO,86
L.MURRAY,NO,62
R.JONES,TB,75
A.KAMARA,NO,59
A.KAMARA,NO,52
R.JONES,TB,84
R.JONES,TB,55
A.KAMARA,NO,51
C.CARSON,SEA,69
M.BREIDA,SF,70
R.JONES,TB,66
J.JACOBS,OAK,91
J.JACOBS,OAK,85
J.JACOBS,OAK,56
L.BELL,NYJ,75
T.MONTGOMERY,NYJ,54
L.BELL,NYJ,55
A.PETERSON,WAS,86
B.POWELL,NYJ,62
L.BELL,NYJ,55
JO.ADAMS,NYJ,53
L.BELL,NYJ,80
L.BELL,NYJ,65
L.BELL,NYJ,57
L.BELL,NYJ,64
A.PETERSON,WAS,81
D.HASKINS,WAS,79
A.PETERSON,WAS,54
A.PETERSON,WAS,80
A.PETERSON,WAS,78
L.BELL,NYJ,60
L.BELL,NYJ,54
L.BELL,NYJ,51
T.MONTGOMERY,NYJ,73
T.MONTGOMERY,NYJ,64
JO.ADAMS,NYJ,57
JO.ADAMS,NYJ,97
JO.ADAMS,NYJ,95
K.DRAKE,ARI,75
K.MURRAY,ARI,62
F.GORE,BUF,88
F.GORE,BUF,82
D.SINGLETARY,BUF,55
JOS.ALLEN,BUF,53
D.SINGLETARY,BUF,57
F.GORE,BUF,96
F.GORE,BUF,95
F.GORE,BUF,93
P.LINDSAY,DEN,80
D.COOK,MIN,75
C.HAM,MIN,66
P.LINDSAY,DEN,80
T.COLEMAN,SF,71
K.DRAKE,ARI,81
K.MURRAY,ARI,81
C.KIRK,ARI,64
T.COLEMAN,SF,75
J.JACOBS,OAK,75
J.JACOBS,OAK,52
J.MIXON,CIN,85
J.MIXON,CIN,55
J.MIXON,CIN,41
J.JACOBS,OAK,65
J.MIXON,CIN,69
D.WASHINGTON,OAK,91
D.WASHINGTON,OAK,60
T.BOYD,CIN,90
J.MIXON,CIN,80
J.JACOBS,OAK,80
J.JACOBS,OAK,34
R.FINLEY,CIN,65
J.MIXON,CIN,57
J.JACOBS,OAK,75
J.MIXON,CIN,68
G.BERNARD,CIN,63
D.WASHINGTON,OAK,68
D.CARR,OAK,78
J.MIXON,CIN,85
J.MIXON,CIN,83
A.EKELER,LAC,60
P.MAHOMES,KC,69
DAM.WILLIAMS,KC,74
M.GORDON,LAC,86
M.GORDON,LAC,75
R.FINLEY,CIN,75
J.MIXON,CIN,58
J.JACOBS,OAK,73
J.JACOBS,OAK,52
A.KAMARA,NO,75
L.MURRAY,NO,68
A.KAMARA,NO,61
A.KAMARA,NO,10
L.MURRAY,NO,60
J.WINSTON,TB,81
L.MURRAY,NO,56
A.KAMARA,NO,80
L.MURRAY,NO,73
L.MURRAY,NO,71
L.BELL,NYJ,67
L.BELL,NYJ,58
A.PETERSON,WAS,67
S.MICHEL,NE,63
S.MICHEL,NE,63
S.MICHEL,NE,60
B.SCOTT,PHI,95
C.WENTZ,PHI,74
M.SANDERS,PHI,14
R.BURKHEAD,NE,53
B.SCOTT,PHI,78
M.SANDERS,PHI,72
M.SANU,NE,84
R.BURKHEAD,NE,76
M.SANDERS,PHI,74
J.WHITE,NE,75
B.SCOTT,PHI,75
B.SCOTT,PHI,63
J.WHITE,NE,49
M.SANDERS,PHI,98
M.SANDERS,PHI,99
B.SCOTT,PHI,80
B.SCOTT,PHI,69
C.WENTZ,PHI,69
S.MICHEL,NE,74
S.MICHEL,NE,71
S.MICHEL,NE,70
T.COHEN,CHI,71
T.COHEN,CHI,70
D.MONTGOMERY,CHI,56
C.HYDE,HOU,75
D.JOHNSON,HOU,41
J.WILLIAMS,IND,66
J.WILLIAMS,IND,54
J.BRISSETT,IND,72
J.WILLIAMS,IND,75
J.WILLIAMS,IND,69
J.WILLIAMS,IND,59
J.WILLIAMS,IND,55
R.MOSTERT,SF,46
J.WHITE,NE,68
M.SANDERS,PHI,63
S.MICHEL,NE,67
R.MOSTERT,SF,63
K.DRAKE,ARI,30
K.DRAKE,ARI,70
K.DRAKE,ARI,58
K.DRAKE,ARI,75
K.DRAKE,ARI,71
C.HYDE,HOU,87
C.HYDE,HOU,78
C.HYDE,HOU,64
J.WILLIAMS,IND,77
J.WILLIAMS,IND,62
J.WILLIAMS,IND,60
J.WILLIAMS,IND,54
D.WATSON,HOU,59
C.HYDE,HOU,55
DAM.WILLIAMS,KC,69
L.MCCOY,KC,63
F.GORE,BUF,63
R.FOSTER,BUF,59
P.LINDSAY,DEN,69
B.ALLEN,DEN,64
P.LINDSAY,DEN,55
D.SINGLETARY,BUF,86
P.LINDSAY,DEN,37
D.SINGLETARY,BUF,85
J.ALLEN,BUF,74
D.SINGLETARY,BUF,64
D.SINGLETARY,BUF,59
P.LINDSAY,DEN,75
P.LINDSAY,DEN,70
R.FREEMAN,DEN,54
F.GORE,BUF,73
F.GORE,BUF,70
P.LINDSAY,DEN,87
J.ALLEN,BUF,58
R.FREEMAN,DEN,82
D.SINGLETARY,BUF,55
P.LINDSAY,DEN,72
D.WILLIAMS,KC,73
P.MAHOMES,KC,65
M.GORDON,LAC,78
L.MCCOY,KC,43
M.GORDON,LAC,10
D.WILLIAMS,KC,75
D.WILLIAMS,KC,63
R.BURKHEAD,NE,74
L.MCCOY,KC,64
D.WILLIAMS,KC,58
D.WILLIAMS,KC,55
L.MCCOY,KC,53
A.EKELER,LAC,85
D.WILLIAMS,KC,58
D.WILLIAMS,KC,67
P.MAHOMES,KC,64
P.MAHOMES,KC,63
P.BARBER,TB,90
J.WINSTON,TB,69
J.MIXON,CIN,85
J.MIXON,CIN,83
J.MIXON,CIN,75
M.RUDOLPH,PIT,60
J.MIXON,CIN,99
J.MIXON,CIN,97
R.FINLEY,CIN,69
M.RUDOLPH,PIT,84
J.SAMUELS,PIT,82
R.FINLEY,CIN,58
J.MIXON,CIN,61
B.HILL,ATL,91
B.HILL,ATL,75
B.HILL,ATL,70
B.HILL,ATL,54
P.BARBER,TB,95
P.BARBER,TB,92
R.JONES,TB,75
J.WINSTON,TB,74
D.OGUNBOWALE,TB,52
B.HILL,ATL,55
P.BARBER,TB,89
P.BARBER,TB,84
T.GURLEY,LA,62
T.GURLEY,LA,69
T.GURLEY,LA,56
D.MONTGOMERY,CHI,83
D.MONTGOMERY,CHI,69
T.GURLEY,LA,63
T.GURLEY,LA,53
D.MONTGOMERY,CHI,75
T.GURLEY,LA,78
T.GURLEY,LA,70
D.MONTGOMERY,CHI,71
D.MONTGOMERY,CHI,66
M.BROWN,LA,56
M.BROWN,LA,50
T.COHEN,CHI,68
T.COHEN,CHI,59
T.COHEN,CHI,55
T.COHEN,CHI,51
T.GURLEY,LA,92
T.GURLEY,LA,72
T.GURLEY,LA,70
T.GURLEY,LA,65
T.GURLEY,LA,69
T.GURLEY,LA,66
D.MONTGOMERY,CHI,71
D.MONTGOMERY,CHI,80
T.GURLEY,LA,69
T.GURLEY,LA,69
D.MONTGOMERY,CHI,69
M.BROWN,LA,89
T.COHEN,CHI,83
T.GURLEY,LA,71
T.GURLEY,LA,56
T.GURLEY,LA,55
T.COHEN,CHI,76
DAM.WILLIAMS,KC,75
M.GORDON,LAC,60
M.GORDON,LAC,51
DAM.WILLIAMS,KC,81
P.MAHOMES,KC,82
L.MCCOY,KC,58
S.BARKLEY,NYG,52
T.COHEN,CHI,88
P.LAIRD,MIA,60
N.CHUBB,CLE,75
A.PETERSON,WAS,89
B.SCARBROUGH,DET,55
D.GUICE,WAS,51
B.SCARBROUGH,DET,53
A.PETERSON,WAS,95
A.PETERSON,WAS,92
B.SCARBROUGH,DET,75
B.SCARBROUGH,DET,64
B.SCARBROUGH,DET,62
D.GUICE,WAS,75
D.GUICE,WAS,59
B.SCARBROUGH,DET,98
B.SCARBROUGH,DET,90
B.SCARBROUGH,DET,86
J.DRISKEL,DET,72
J.MCKISSIC,DET,61
J.DRISKEL,DET,68
A.PETERSON,WAS,79
S.BARKLEY,NYG,71
S.BARKLEY,NYG,60
D.MONTGOMERY,CHI,72
S.BARKLEY,NYG,80
D.MONTGOMERY,CHI,95
M.TRUBISKY,CHI,96
T.COHEN,CHI,84
D.MONTGOMERY,CHI,68
T.COHEN,CHI,66
T.COHEN,CHI,51
B.HILL,ATL,75
R.JONES,TB,75
B.HILL,ATL,53
J.WINSTON,TB,98
R.JONES,TB,86
R.JONES,TB,75
J.WILLIAMS,IND,75
J.WILLIAMS,IND,73
J.WILLIAMS,IND,60
J.BRISSETT,IND,64
C.HYDE,HOU,85
C.HYDE,HOU,66
C.HYDE,HOU,58
J.WILLIAMS,IND,90
J.WILLIAMS,IND,89
C.HYDE,HOU,54
J.WILLIAMS,IND,91
J.WILLIAMS,IND,86
J.WILLIAMS,IND,80
J.BRISSETT,IND,70
J.WILLIAMS,IND,80
J.BRISSETT,IND,76
D.JOHNSON,HOU,70
D.JOHNSON,HOU,51
D.MONTGOMERY,CHI,60
S.BARKLEY,NYG,75
D.MONTGOMERY,CHI,75
D.MONTGOMERY,CHI,66
G.BERNARD,CIN,77
J.MIXON,CIN,62
J.MIXON,CIN,72
J.MIXON,CIN,70
J.MIXON,CIN,77
J.MIXON,CIN,68
J.MIXON,CIN,54
J.MIXON,CIN,60
B.SNELL,PIT,70
D.HODGES,PIT,67
L.BELL,NYJ,52
J.JACOBS,OAK,58
L.BELL,NYJ,96
L.BELL,NYJ,77
L.BELL,NYJ,62
J.JACOBS,OAK,82
B.POWELL,NYJ,67
J.JACOBS,OAK,79
L.BELL,NYJ,81
L.BELL,NYJ,75
J.JACOBS,OAK,84
D.CARR,OAK,81
J.JACOBS,OAK,70
J.JACOBS,OAK,63
J.JACOBS,OAK,62
A.INGOLD,OAK,61
J.JACOBS,OAK,76
D.WASHINGTON,OAK,62
B.POWELL,NYJ,78
J.RICHARD,OAK,58
R.JONES,TB,62
P.BARBER,TB,55
P.LINDSAY,DEN,75
P.LINDSAY,DEN,70
P.LINDSAY,DEN,65
D.SINGLETARY,BUF,90
D.SINGLETARY,BUF,88
D.SINGLETARY,BUF,77
D.SINGLETARY,BUF,68
I.MCKENZIE,BUF,66
D.SINGLETARY,BUF,71
J.ALLEN,BUF,68
D.SINGLETARY,BUF,54
P.LINDSAY,DEN,57
D.SINGLETARY,BUF,92
D.SINGLETARY,BUF,93
J.ALLEN,BUF,87
F.GORE,BUF,69
P.LINDSAY,DEN,90
D.SINGLETARY,BUF,61
D.SINGLETARY,BUF,54
T.MONTGOMERY,NYJ,80
T.MONTGOMERY,NYJ,55
T.MONTGOMERY,NYJ,60
D.WASHINGTON,OAK,80
D.WASHINGTON,OAK,72
JO.ADAMS,NYJ,74
JO.ADAMS,NYJ,78
JO.ADAMS,NYJ,76
D.WASHINGTON,OAK,65
A.PETERSON,WAS,66
D.GUICE,WAS,59
D.HASKINS,WAS,59
J.DRISKEL,DET,76
B.SCARBROUGH,DET,56
J.MIXON,CIN,85
J.SAMUELS,PIT,71
J.MIXON,CIN,75
K.BALLAGE,MIA,61
N.CHUBB,CLE,77
N.CHUBB,CLE,83
K.HUNT,CLE,54
K.BALLAGE,MIA,82
N.CHUBB,CLE,56
K.BALLAGE,MIA,75
K.BALLAGE,MIA,61
K.BALLAGE,MIA,62
P.LAIRD,MIA,58
A.WILSON,MIA,75
R.FITZPATRICK,MIA,71
M.GASKIN,MIA,62
N.CHUBB,CLE,73
K.HUNT,CLE,57
K.BALLAGE,MIA,75
N.CHUBB,CLE,78
N.CHUBB,CLE,75
N.CHUBB,CLE,72
K.HUNT,CLE,57
D.JONES,NYG,82
T.COHEN,CHI,69
T.COHEN,CHI,66
D.MONTGOMERY,CHI,56
D.MONTGOMERY,CHI,57
D.MONTGOMERY,CHI,53
D.JONES,NYG,86
S.BARKLEY,NYG,60
N.CHUBB,CLE,73
B.MAYFIELD,CLE,64
L.MURRAY,NO,75
A.KAMARA,NO,66
L.MURRAY,NO,66
C.MCCAFFREY,CAR,59
C.MCCAFFREY,CAR,56
C.MCCAFFREY,CAR,75
A.KAMARA,NO,62
C.MCCAFFREY,CAR,52
L.MURRAY,NO,63
C.MCCAFFREY,CAR,71
A.KAMARA,NO,56
C.MCCAFFREY,CAR,80
A.KAMARA,NO,66
A.KAMARA,NO,55
J.JACOBS,OAK,75
B.SCARBROUGH,DET,65
T.JOHNSON,DET,75
D.GUICE,WAS,78
D.GUICE,WAS,88
A.JONES,GB,80
A.LAZARD,GB,58
B.SCARBROUGH,DET,69
D.WASHINGTON,OAK,62
A.PETERSON,WAS,56
A.PETERSON,WAS,55
D.HASKINS,WAS,54
L.FOURNETTE,JAX,72
L.FOURNETTE,JAX,69
L.FOURNETTE,JAX,54
D.HENRY,TEN,75
D.HENRY,TEN,53
D.HENRY,TEN,51
S.MICHEL,NE,78
S.MICHEL,NE,65
S.MICHEL,NE,59
S.MICHEL,NE,53
E.ELLIOTT,DAL,65
E.ELLIOTT,DAL,58
S.MICHEL,NE,64
E.ELLIOTT,DAL,80
E.ELLIOTT,DAL,68
M.SANDERS,PHI,77
J.AJAYI,PHI,63
M.SANDERS,PHI,66
R.PENNY,SEA,88
R.PENNY,SEA,80
C.CARSON,SEA,79
R.PENNY,SEA,73
R.PENNY,SEA,69
R.PENNY,SEA,58
M.SANDERS,PHI,54
C.CARSON,SEA,68
R.PENNY,SEA,76
E.ELLIOTT,DAL,74
E.ELLIOTT,DAL,70
E.ELLIOTT,DAL,62
E.ELLIOTT,DAL,59
E.ELLIOTT,DAL,64
E.ELLIOTT,DAL,58
E.ELLIOTT,DAL,53
S.MICHEL,NE,75
J.WHITE,NE,64
