player,receiving_rec,receiving_yds,receiving_td,rushing_att,rushing_yds,rushing_td,fumbles_lost,fantasy_points,team,week,position
Jamal AgnewJAC,1.6,19.2,0.1,0.4,2.4,0.0,0.0,2.8,JAC,6,WR
Marquise GoodwinCHI,1.4,20.4,0.1,0.3,1.3,0.0,0.0,2.8,CHI,6,WR
Parris CampbellIND,1.6,20.9,0.1,0.1,0.8,0.0,0.0,2.7,IND,6,WR
Mack HollinsMIA,1.5,19.7,0.1,0.0,0.0,0.0,0.0,2.6,MIA,6,WR
James Proche IIBAL,1.5,19.4,0.1,0.0,0.1,0.0,0.0,2.6,IBAL,6,WR
Chester RogersTEN,1.8,19.0,0.1,0.1,0.7,0.0,0.0,2.6,TEN,6,WR
DeAndre CarterWAS,1.2,15.2,0.1,0.4,2.1,0.0,0.0,2.4,WAS,6,WR
Joshua PalmerLAC,1.3,13.5,0.2,0.1,0.5,0.0,0.0,2.3,LAC,6,WR
N'Keal HarryNE,1.5,17.3,0.1,0.0,0.1,0.0,0.0,2.3,NE,6,WR
Gabriel DavisBUF,1.0,15.7,0.1,0.0,0.0,0.0,0.0,2.3,BUF,6,WR
C.J. BoardNYG,1.4,16.2,0.1,0.0,0.0,0.0,0.0,2.2,NYG,6,WR
Josh ReynoldsDET,1.4,15.7,0.1,0.0,0.1,0.0,0.0,2.1,DET,6,WR
Marcus JohnsonTEN,1.3,16.5,0.1,0.0,0.0,0.0,0.0,2.1,TEN,6,WR
Isaiah FordMIA,1.4,16.7,0.1,0.0,0.0,0.0,0.0,2.1,MIA,6,WR
Jody FortsonKC,0.9,13.2,0.1,0.1,0.5,0.0,0.0,2.0,KC,6,WR
Collin JohnsonNYG,1.2,14.1,0.1,0.0,0.0,0.0,0.0,1.8,NYG,6,WR
Dede WestbrookMIN,1.3,13.5,0.1,0.1,0.3,0.0,0.0,1.8,MIN,6,WR
Byron PringleKC,1.1,13.3,0.1,0.0,0.0,0.0,0.0,1.8,KC,6,WR
Anthony SchwartzCLE,0.9,11.2,0.1,0.4,2.4,0.0,0.0,1.7,CLE,6,WR
Ashton DulinIND,1.0,12.4,0.1,0.2,0.3,0.0,0.0,1.7,IND,6,WR
Noah BrownDAL,1.0,12.8,0.1,0.0,0.1,0.0,0.0,1.6,DAL,6,WR
Tyrie ClevelandDEN,1.1,10.0,0.1,0.0,0.0,0.0,0.0,1.6,DEN,6,WR
Ray-Ray McCloudPIT,1.1,11.9,0.1,0.2,0.7,0.0,0.0,1.6,CloudPIT,6,WR
Brandon ZylstraCAR,0.7,11.4,0.1,0.0,0.1,0.0,0.0,1.6,CAR,6,WR
Damiere ByrdCHI,0.9,11.3,0.1,0.0,0.1,0.0,0.0,1.5,CHI,6,WR
Tom KennedyDET,0.8,10.3,0.1,0.0,0.1,0.0,0.0,1.4,DET,6,WR
Greg WardPHI,0.8,9.2,0.1,0.0,0.0,0.0,0.0,1.4,PHI,6,WR
Anthony MillerPIT,0.9,9.4,0.1,0.0,0.0,0.0,0.0,1.4,PIT,6,WR
Tyron JohnsonLV,0.7,10.3,0.1,0.0,0.0,0.0,0.0,1.3,LV,6,WR
Zay JonesLV,0.8,8.6,0.1,0.0,0.0,0.0,0.0,1.3,LV,6,WR
Auden TateCIN,0.8,9.8,0.0,0.0,0.0,0.0,0.0,1.3,CIN,6,WR
Trinity BensonDET,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.2,DET,6,WR
Amari RodgersGB,0.7,9.6,0.0,0.1,0.3,0.0,0.0,1.2,GB,6,WR
Isaiah McKenzieBUF,0.6,5.7,0.1,0.2,1.7,0.0,0.0,1.2,KenzieBUF,6,WR
Trenton IrwinCIN,0.6,6.8,0.1,0.0,0.1,0.0,0.0,1.1,CIN,6,WR
Penny HartSEA,0.7,9.0,0.0,0.0,0.1,0.0,0.0,1.1,SEA,6,WR
Dax MilneWAS,0.6,7.7,0.0,0.0,0.1,0.0,0.0,1.0,WAS,6,WR
Nick Westbrook-IkhineTEN,0.6,7.8,0.0,0.0,0.0,0.0,0.0,1.0,IkhineTEN,6,WR
Phillip Dorsett IIHOU,0.5,7.9,0.0,0.0,0.3,0.0,0.0,1.0,IHOU,6,WR
Dante PettisNYG,0.5,7.4,0.0,0.0,0.1,0.0,0.0,1.0,NYG,6,WR
Miles BoykinBAL,0.6,6.9,0.0,0.0,0.0,0.0,0.0,0.9,BAL,6,WR
Diontae SpencerDEN,0.6,6.8,0.0,0.2,0.7,0.0,0.0,0.9,DEN,6,WR
Laquon TreadwellJAC,0.5,6.5,0.0,0.0,0.0,0.0,0.0,0.8,JAC,6,WR
Shi SmithCAR,0.4,4.4,0.0,0.0,0.3,0.0,0.0,0.6,CAR,6,WR
Andre RobertsLAC,0.2,3.7,0.0,0.0,0.6,0.0,0.0,0.6,LAC,6,WR
Cameron BatsonTEN,0.4,4.1,0.0,0.2,1.1,0.0,0.0,0.6,TEN,6,WR
Equanimeous St. BrownGB,0.4,4.8,0.0,0.0,0.0,0.0,0.0,0.6,GB,6,WR
Antonio Gandy-GoldenWAS,0.3,3.7,0.0,0.0,0.4,0.0,0.0,0.6,GoldenWAS,6,WR
Malik TurnerDAL,0.3,4.3,0.0,0.0,0.1,0.0,0.0,0.5,DAL,6,WR
J.J. Arcega-WhitesidePHI,0.3,3.8,0.0,0.0,0.0,0.0,0.0,0.5,WhitesidePHI,6,WR
Alex EricksonCAR,0.3,3.2,0.0,0.1,0.5,0.0,0.0,0.5,CAR,6,WR
Ben SkowronekLAR,0.2,3.3,0.0,0.0,0.2,0.0,0.0,0.4,LAR,6,WR
Tylan WallaceBAL,0.2,3.3,0.0,0.0,0.2,0.0,0.0,0.4,BAL,6,WR
Tutu AtwellLAR,0.2,2.9,0.0,0.0,0.3,0.0,0.0,0.4,LAR,6,WR
Marcus KempKC,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4,KC,6,WR
Matthew SlaterNE,0.1,3.0,0.0,0.0,0.2,0.0,0.0,0.4,NE,6,WR
Antoine WesleyARI,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3,ARI,6,WR
Jake KumerowBUF,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.3,BUF,6,WR
Gunner OlszewskiNE,0.1,2.2,0.0,0.0,0.1,0.0,0.0,0.3,NE,6,WR
Juwann WinfreeGB,0.2,2.0,0.0,0.0,0.1,0.0,0.0,0.3,GB,6,WR
Jaydon MickensJAC,0.1,2.3,0.0,0.0,0.1,0.0,0.0,0.2,JAC,6,WR
Stanley Morgan Jr.CIN,0.2,1.9,0.0,0.0,0.1,0.0,0.0,0.2,CIN,6,WR
Davante AdamsGB,7.9,105.5,0.9,0.0,0.0,0.0,0.1,15.9,GB,7,WR
Tyreek HillKC,7.0,97.9,0.8,0.8,5.1,0.0,0.1,15.2,KC,7,WR
Cooper KuppLAR,7.0,97.0,0.9,0.3,1.3,0.0,0.1,15.0,LAR,7,WR
Deebo SamuelSF,5.9,84.2,0.5,1.2,8.1,0.0,0.1,12.5,SF,7,WR
Calvin RidleyATL,6.1,85.1,0.7,0.1,0.6,0.0,0.1,12.5,ATL,7,WR
DJ MooreCAR,6.3,83.9,0.6,0.6,3.6,0.0,0.1,12.4,CAR,7,WR
A.J. BrownTEN,5.2,78.9,0.7,0.3,1.9,0.0,0.0,12.2,TEN,7,WR
DeAndre HopkinsARI,5.8,77.6,0.8,0.0,0.1,0.0,0.1,12.2,ARI,7,WR
Mike EvansTB,5.3,78.0,0.7,0.0,0.0,0.0,0.0,11.9,TB,7,WR
Chris GodwinTB,6.0,77.6,0.6,0.1,0.7,0.0,0.1,11.7,TB,7,WR
Robert WoodsLAR,5.1,66.5,0.6,1.2,6.8,0.1,0.1,11.3,LAR,7,WR
Ja'Marr ChaseCIN,5.2,78.7,0.6,0.0,0.2,0.0,0.1,11.2,CIN,7,WR
Marquise BrownBAL,5.3,72.1,0.6,0.1,0.6,0.0,0.0,11.1,BAL,7,WR
D.K. MetcalfSEA,5.2,74.6,0.6,0.0,0.2,0.0,0.1,10.8,SEA,7,WR
Cordarrelle PattersonATL,3.7,44.3,0.2,8.4,35.3,0.3,0.1,10.8,ATL,7,WR
Terry McLaurinWAS,5.7,74.3,0.5,0.0,0.3,0.0,0.1,10.6,LaurinWAS,7,WR
Brandin CooksHOU,6.2,79.4,0.4,0.1,0.6,0.0,0.0,10.5,HOU,7,WR
Courtland SuttonDEN,5.2,74.8,0.5,0.0,0.1,0.0,0.0,10.5,DEN,7,WR
Jaylen WaddleMIA,5.9,64.8,0.5,0.3,2.0,0.0,0.1,9.7,MIA,7,WR
DeVonta SmithPHI,5.2,70.2,0.4,0.2,0.9,0.0,0.1,9.7,PHI,7,WR
Michael Pittman Jr.IND,5.0,62.3,0.5,0.3,1.8,0.0,0.1,9.1,IND,7,WR
Tee HigginsCIN,4.7,61.1,0.5,0.0,0.4,0.0,0.1,8.9,CIN,7,WR
Jakobi MeyersNE,6.0,66.7,0.3,0.0,0.3,0.0,0.1,8.4,NE,7,WR
Tim PatrickDEN,4.1,55.0,0.4,0.1,0.9,0.0,0.0,8.2,DEN,7,WR
Tyler LockettSEA,5.0,63.4,0.3,0.1,0.2,0.0,0.0,8.2,SEA,7,WR
A.J. GreenARI,3.5,52.2,0.5,0.0,0.0,0.0,0.0,8.2,ARI,7,WR
Marquez CallawayNO,4.0,58.3,0.4,0.1,0.7,0.0,0.0,8.1,NO,7,WR
Jarvis LandryCLE,4.1,47.5,0.4,0.4,2.7,0.0,0.0,7.9,CLE,7,WR
Hunter RenfrowLV,5.0,58.6,0.3,0.0,0.0,0.0,0.1,7.6,LV,7,WR
Julio JonesTEN,4.1,59.2,0.3,0.0,0.0,0.0,0.0,7.6,TEN,7,WR
Corey DavisNYJ,4.3,57.7,0.3,0.0,0.2,0.0,0.0,7.3,NYJ,7,WR
Allen Robinson IICHI,4.7,58.5,0.2,0.0,0.0,0.0,0.0,7.2,ICHI,7,WR
Mecole HardmanKC,3.6,47.6,0.3,0.6,4.0,0.0,0.1,7.0,KC,7,WR
Robby AndersonCAR,4.3,50.5,0.3,0.2,0.9,0.0,0.0,6.8,CAR,7,WR
Darius SlaytonNYG,3.6,53.1,0.2,0.0,0.1,0.0,0.0,6.7,NYG,7,WR
Odell Beckham Jr.LAR,3.2,47.8,0.3,0.3,2.0,0.0,0.0,6.7,LAR,7,WR
Darnell MooneyCHI,4.5,54.1,0.2,0.2,1.0,0.0,0.0,6.7,CHI,7,WR
Tyler BoydCIN,4.8,53.3,0.2,0.1,0.9,0.0,0.1,6.7,CIN,7,WR
Christian KirkARI,3.6,47.4,0.3,0.2,1.8,0.0,0.0,6.7,ARI,7,WR
Brandon AiyukSF,3.4,43.6,0.3,0.5,3.5,0.0,0.0,6.3,SF,7,WR
Jamison CrowderNYJ,4.1,46.5,0.3,0.1,0.6,0.0,0.0,6.2,NYJ,7,WR
Nelson AgholorNE,3.5,43.6,0.2,0.4,2.1,0.0,0.0,5.9,NE,7,WR
Allen LazardGB,3.1,41.7,0.3,0.1,0.5,0.0,0.0,5.8,GB,7,WR
Kalif RaymondDET,3.6,46.7,0.2,0.1,0.4,0.0,0.0,5.7,DET,7,WR
Rondale MooreARI,2.8,37.3,0.2,1.3,8.4,0.0,0.0,5.7,ARI,7,WR
Amon-Ra St. BrownDET,4.6,48.7,0.2,0.0,0.0,0.0,0.1,5.7,DET,7,WR
Dante PettisNYG,3.4,42.8,0.2,0.1,0.3,0.0,0.0,5.7,NYG,7,WR
Rashod BatemanBAL,3.4,43.3,0.2,0.0,0.3,0.0,0.0,5.6,BAL,7,WR
Bryan EdwardsLV,2.8,43.5,0.2,0.0,0.0,0.0,0.0,5.4,LV,7,WR
Van JeffersonLAR,2.7,37.8,0.3,0.0,0.1,0.0,0.0,5.3,LAR,7,WR
Marquez Valdes-ScantlingGB,2.5,37.4,0.2,0.0,0.0,0.0,0.0,5.1,ScantlingGB,7,WR
Zach PascalIND,2.8,37.0,0.2,0.0,0.1,0.0,0.0,5.1,IND,7,WR
Russell GageATL,3.4,37.8,0.2,0.0,0.4,0.0,0.0,5.1,ATL,7,WR
Tre'Quan SmithNO,2.7,37.2,0.2,0.1,0.7,0.0,0.0,5.0,NO,7,WR
Preston WilliamsMIA,2.8,38.6,0.2,0.1,0.6,0.0,0.0,4.9,MIA,7,WR
Jalen ReagorPHI,3.2,35.8,0.2,0.2,1.4,0.0,0.0,4.8,PHI,7,WR
Quez WatkinsPHI,2.8,38.7,0.2,0.0,0.1,0.0,0.0,4.8,PHI,7,WR
Randall CobbGB,2.6,31.9,0.2,0.1,0.3,0.0,0.0,4.5,GB,7,WR
Kendrick BourneNE,2.5,31.7,0.2,0.2,1.0,0.0,0.0,4.4,NE,7,WR
Keke CouteeIND,2.1,31.5,0.2,0.0,0.2,0.0,0.0,4.4,IND,7,WR
Nick Westbrook-IkhineTEN,2.5,30.4,0.2,0.0,0.1,0.0,0.0,4.2,IkhineTEN,7,WR
Dyami BrownWAS,2.5,32.8,0.1,0.1,0.2,0.0,0.0,4.1,WAS,7,WR
Donovan Peoples-JonesCLE,2.0,29.7,0.2,0.0,0.3,0.0,0.0,4.0,JonesCLE,7,WR
John RossNYG,2.2,30.8,0.1,0.0,0.1,0.0,0.0,3.9,NYG,7,WR
Kenny StillsNO,1.9,27.5,0.2,0.3,1.6,0.0,0.0,3.9,NO,7,WR
Collin JohnsonNYG,2.4,30.3,0.1,0.0,0.0,0.0,0.0,3.8,NYG,7,WR
Nico CollinsHOU,2.6,30.6,0.1,0.0,0.1,0.0,0.0,3.8,HOU,7,WR
KhaDarel HodgeDET,2.5,29.8,0.1,0.0,0.0,0.0,0.0,3.6,DET,7,WR
DeSean JacksonLV,1.3,24.3,0.2,0.0,0.1,0.0,0.0,3.5,LV,7,WR
Demarcus RobinsonKC,1.8,22.4,0.2,0.0,0.0,0.0,0.0,3.5,KC,7,WR
Tyler JohnsonTB,1.9,26.3,0.1,0.0,0.1,0.0,0.0,3.3,TB,7,WR
Devin DuvernayBAL,2.2,25.8,0.1,0.1,0.9,0.0,0.0,3.3,BAL,7,WR
Adam HumphriesWAS,2.6,26.2,0.1,0.0,0.3,0.0,0.0,3.2,WAS,7,WR
Keelan Cole Sr.NYJ,1.7,24.4,0.1,0.0,0.1,0.0,0.0,3.2,NYJ,7,WR
Olamide ZaccheausATL,1.7,23.6,0.1,0.0,0.1,0.0,0.0,3.1,ATL,7,WR
Elijah MooreNYJ,2.0,24.8,0.1,0.0,0.1,0.0,0.0,3.0,NYJ,7,WR
Chris ConleyHOU,1.8,24.0,0.1,0.0,0.2,0.0,0.0,3.0,HOU,7,WR
Chris MooreHOU,1.8,22.1,0.1,0.0,0.0,0.0,0.0,2.9,HOU,7,WR
Mack HollinsMIA,1.8,21.9,0.1,0.0,0.0,0.0,0.0,2.9,MIA,7,WR
Kendall HintonDEN,1.7,20.5,0.1,0.2,0.7,0.0,0.0,2.9,DEN,7,WR
Freddie SwainSEA,1.9,21.7,0.1,0.2,1.2,0.0,0.0,2.8,SEA,7,WR
Albert WilsonMIA,2.2,21.8,0.1,0.1,0.5,0.0,0.0,2.8,MIA,7,WR
Shi SmithCAR,1.8,20.7,0.1,0.0,0.2,0.0,0.0,2.8,CAR,7,WR
Ty MontgomeryNO,1.7,17.3,0.1,0.9,3.7,0.0,0.0,2.7,NO,7,WR
Mohamed Sanu Sr.SF,1.8,20.5,0.1,0.0,0.1,0.0,0.0,2.7,SF,7,WR
Danny AmendolaHOU,2.2,22.8,0.1,0.0,0.1,0.0,0.0,2.7,HOU,7,WR
Juwan JohnsonNO,1.5,15.3,0.2,0.0,0.0,0.0,0.0,2.7,NO,7,WR
Rashard HigginsCLE,1.4,19.7,0.1,0.0,0.0,0.0,0.0,2.6,CLE,7,WR
Josh GordonKC,1.2,18.5,0.1,0.0,0.0,0.0,0.0,2.6,KC,7,WR
Braxton BerriosNYJ,1.6,17.4,0.1,0.3,1.8,0.0,0.0,2.5,NYJ,7,WR
Marquise GoodwinCHI,1.3,18.7,0.1,0.1,0.5,0.0,0.0,2.4,CHI,7,WR
Marcus JohnsonTEN,1.2,16.5,0.1,0.0,0.0,0.0,0.0,2.4,TEN,7,WR
Byron PringleKC,1.1,15.3,0.1,0.0,0.0,0.0,0.0,2.2,KC,7,WR
Josh ReynoldsDET,1.1,13.8,0.1,0.0,0.1,0.0,0.0,2.1,DET,7,WR
N'Keal HarryNE,1.4,14.9,0.1,0.1,0.5,0.0,0.0,2.0,NE,7,WR
Jaelon DardenTB,1.1,13.9,0.1,0.0,0.3,0.0,0.0,2.0,TB,7,WR
Ashton DulinIND,1.3,15.0,0.1,0.1,0.1,0.0,0.0,2.0,IND,7,WR
DeAndre CarterWAS,1.2,14.6,0.1,0.2,1.3,0.0,0.0,2.0,WAS,7,WR
Tajae SharpeATL,1.0,14.0,0.1,0.0,0.1,0.0,0.0,1.9,ATL,7,WR
James Proche IIBAL,1.0,12.9,0.1,0.0,0.1,0.0,0.0,1.8,IBAL,7,WR
Denzel MimsNYJ,1.1,14.2,0.1,0.0,0.1,0.0,0.0,1.8,NYJ,7,WR
Trent SherfieldSF,1.2,14.5,0.1,0.0,0.1,0.0,0.0,1.8,SF,7,WR
Justin WatsonKC,1.0,12.4,0.1,0.0,0.0,0.0,0.0,1.7,KC,7,WR
Zay JonesLV,1.0,11.4,0.1,0.0,0.0,0.0,0.0,1.7,LV,7,WR
Lil'Jordan HumphreyNO,0.9,11.0,0.1,0.0,0.0,0.0,0.0,1.6,NO,7,WR
Alex EricksonCAR,1.0,13.0,0.0,0.1,0.5,0.0,0.0,1.5,CAR,7,WR
Damiere ByrdCHI,1.1,13.3,0.0,0.0,0.0,0.0,0.0,1.5,CHI,7,WR
Anthony SchwartzCLE,0.7,8.7,0.1,0.1,0.8,0.0,0.0,1.4,CLE,7,WR
Amari RodgersGB,0.9,11.5,0.1,0.1,0.3,0.0,0.0,1.4,GB,7,WR
Greg WardPHI,0.8,7.6,0.1,0.1,0.1,0.0,0.0,1.4,PHI,7,WR
Jauan JenningsSF,0.7,9.5,0.1,0.0,0.1,0.0,0.0,1.4,SF,7,WR
Scotty MillerTB,0.7,9.6,0.1,0.0,0.0,0.0,0.0,1.4,TB,7,WR
Isaiah FordMIA,0.9,10.0,0.1,0.0,0.0,0.0,0.0,1.3,MIA,7,WR
Aaron ParkerCAR,0.7,8.6,0.1,0.0,0.5,0.0,0.0,1.2,CAR,7,WR
Diontae SpencerDEN,0.8,8.6,0.1,0.0,0.3,0.0,0.0,1.2,DEN,7,WR
Mike StrachanIND,0.7,8.4,0.0,0.0,0.0,0.0,0.0,1.1,IND,7,WR
Miles BoykinBAL,0.6,8.0,0.1,0.0,0.0,0.0,0.0,1.1,BAL,7,WR
Penny HartSEA,0.8,9.0,0.0,0.0,0.1,0.0,0.0,1.1,SEA,7,WR
Cyril Grayson Jr.TB,0.5,7.7,0.0,0.0,0.2,0.0,0.0,1.0,TB,7,WR
Tom KennedyDET,0.7,8.1,0.0,0.0,0.1,0.0,0.0,1.0,DET,7,WR
Tutu AtwellLAR,0.4,6.8,0.0,0.1,0.3,0.0,0.0,1.0,LAR,7,WR
Auden TateCIN,0.6,7.5,0.0,0.0,0.0,0.0,0.0,1.0,CIN,7,WR
Mason KinseyTEN,0.4,6.4,0.0,0.0,0.6,0.0,0.0,0.9,TEN,7,WR
Trinity BensonDET,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.9,DET,7,WR
Equanimeous St. BrownGB,0.5,6.6,0.0,0.0,0.0,0.0,0.0,0.8,GB,7,WR
Gunner OlszewskiNE,0.4,6.1,0.0,0.2,0.6,0.0,0.1,0.8,NE,7,WR
Phillip Dorsett IIHOU,0.5,6.2,0.0,0.0,0.0,0.0,0.0,0.7,IHOU,7,WR
Jeff SmithNYJ,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.7,NYJ,7,WR
Dax MilneWAS,0.5,5.8,0.0,0.0,0.1,0.0,0.0,0.7,WAS,7,WR
Tyrie ClevelandDEN,0.4,5.1,0.0,0.0,0.1,0.0,0.0,0.6,DEN,7,WR
Ben SkowronekLAR,0.3,4.4,0.0,0.0,0.1,0.0,0.0,0.6,LAR,7,WR
Juwann WinfreeGB,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.6,GB,7,WR
Trenton IrwinCIN,0.3,4.7,0.0,0.0,0.1,0.0,0.0,0.5,CIN,7,WR
Christian BlakeATL,0.3,3.9,0.0,0.0,0.0,0.0,0.0,0.5,ATL,7,WR
Tylan WallaceBAL,0.2,3.8,0.0,0.0,0.1,0.0,0.0,0.5,BAL,7,WR
J.J. Arcega-WhitesidePHI,0.2,3.6,0.0,0.0,0.0,0.0,0.0,0.4,WhitesidePHI,7,WR
Matthew SlaterNE,0.2,3.1,0.0,0.0,0.0,0.0,0.0,0.4,NE,7,WR
Antonio Gandy-GoldenWAS,0.2,2.6,0.0,0.0,0.2,0.0,0.0,0.3,GoldenWAS,7,WR
Kirk MerrittNO,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3,NO,7,WR
Marcus KempKC,0.1,2.1,0.0,0.0,0.1,0.0,0.0,0.3,KC,7,WR
Antoine WesleyARI,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,ARI,7,WR
Frank DarbyATL,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,ATL,7,WR
Stanley Morgan Jr.CIN,0.1,1.8,0.0,0.0,0.1,0.0,0.0,0.2,CIN,7,WR
Cooper KuppLAR,7.6,104.4,0.9,0.2,0.7,0.0,0.1,15.8,LAR,8,WR
Stefon DiggsBUF,7.0,92.9,0.8,0.0,0.2,0.0,0.1,14.0,BUF,8,WR
Tyreek HillKC,6.5,86.4,0.8,1.0,6.4,0.0,0.1,14.0,KC,8,WR
Justin JeffersonMIN,6.8,96.7,0.6,0.0,0.2,0.0,0.1,13.2,MIN,8,WR
Deebo SamuelSF,6.0,87.5,0.6,1.1,7.7,0.0,0.1,13.2,SF,8,WR
Ja'Marr ChaseCIN,5.6,85.3,0.7,0.2,1.4,0.0,0.0,12.8,CIN,8,WR
Chris GodwinTB,6.5,83.2,0.7,0.1,0.4,0.0,0.1,12.5,TB,8,WR
D.K. MetcalfSEA,5.4,80.8,0.7,0.0,0.5,0.0,0.0,12.3,SEA,8,WR
Mike EvansTB,5.5,79.2,0.7,0.0,0.0,0.0,0.0,12.2,TB,8,WR
A.J. BrownTEN,5.6,82.2,0.6,0.3,1.4,0.0,0.1,12.0,TEN,8,WR
CeeDee LambDAL,6.1,82.5,0.6,0.5,2.9,0.0,0.1,12.0,DAL,8,WR
Adam ThielenMIN,6.2,77.4,0.7,0.1,0.4,0.0,0.1,11.8,MIN,8,WR
DJ MooreCAR,5.9,81.1,0.5,0.4,2.6,0.0,0.1,11.5,CAR,8,WR
Amari CooperDAL,5.5,74.6,0.6,0.1,0.3,0.0,0.1,11.1,DAL,8,WR
Mike WilliamsLAC,5.0,72.1,0.6,0.0,0.1,0.0,0.0,11.0,LAC,8,WR
DeAndre HopkinsARI,5.6,70.2,0.7,0.0,0.1,0.0,0.1,11.0,ARI,8,WR
Diontae JohnsonPIT,6.5,73.1,0.6,0.2,1.6,0.0,0.1,10.8,PIT,8,WR
Robert WoodsLAR,5.3,66.5,0.6,1.1,6.2,0.0,0.1,10.8,LAR,8,WR
Terry McLaurinWAS,5.4,74.7,0.6,0.1,0.3,0.0,0.0,10.7,LaurinWAS,8,WR
Emmanuel SandersBUF,5.0,67.7,0.6,0.0,0.2,0.0,0.0,10.6,BUF,8,WR
Courtland SuttonDEN,5.3,75.4,0.5,0.0,0.1,0.0,0.0,10.5,DEN,8,WR
Cordarrelle PattersonATL,4.0,45.5,0.2,8.7,28.2,0.3,0.1,10.2,ATL,8,WR
Marvin Jones Jr.JAC,5.2,69.0,0.5,0.0,0.0,0.0,0.0,10.1,JAC,8,WR
Michael Pittman Jr.IND,5.1,66.7,0.5,0.2,0.9,0.0,0.0,9.8,IND,8,WR
Brandin CooksHOU,5.9,74.2,0.4,0.1,0.5,0.0,0.1,9.8,HOU,8,WR
Cole BeasleyBUF,5.3,62.5,0.6,0.0,0.0,0.0,0.1,9.7,BUF,8,WR
Sterling ShepardNYG,6.0,67.2,0.4,0.4,2.5,0.0,0.1,9.6,NYG,8,WR
Kadarius ToneyNYG,5.1,63.6,0.4,0.7,4.4,0.0,0.0,9.6,NYG,8,WR
DeVonta SmithPHI,5.0,71.2,0.4,0.0,0.4,0.0,0.0,9.5,PHI,8,WR
Chase ClaypoolPIT,4.4,62.7,0.5,0.5,2.9,0.0,0.0,9.5,PIT,8,WR
Tee HigginsCIN,4.9,62.9,0.5,0.1,0.4,0.0,0.0,9.4,CIN,8,WR
Keenan AllenLAC,6.4,70.8,0.4,0.0,0.3,0.0,0.1,9.2,LAC,8,WR
Jaylen WaddleMIA,5.8,58.1,0.4,0.3,1.6,0.0,0.1,8.4,MIA,8,WR
Jarvis LandryCLE,4.6,55.3,0.4,0.3,2.5,0.0,0.0,8.3,CLE,8,WR
Tyler LockettSEA,4.8,62.6,0.3,0.1,0.3,0.0,0.0,8.2,SEA,8,WR
A.J. GreenARI,3.6,50.0,0.5,0.0,0.0,0.0,0.0,7.8,ARI,8,WR
Jerry JeudyDEN,4.3,59.8,0.3,0.2,0.7,0.0,0.0,7.7,DEN,8,WR
Jakobi MeyersNE,5.9,64.0,0.2,0.0,0.3,0.0,0.0,7.5,NE,8,WR
Marquez CallawayNO,3.7,52.9,0.3,0.1,0.4,0.0,0.0,7.3,NO,8,WR
Kalif RaymondDET,4.2,56.2,0.2,0.2,1.1,0.0,0.0,7.1,DET,8,WR
Tre'Quan SmithNO,3.1,42.2,0.5,0.1,0.8,0.0,0.0,7.1,NO,8,WR
Laviska Shenault Jr.JAC,4.8,52.6,0.2,0.8,4.1,0.0,0.0,7.0,JAC,8,WR
Jamison CrowderNYJ,4.9,54.2,0.3,0.0,0.1,0.0,0.0,6.9,NYJ,8,WR
DeVante ParkerMIA,4.2,53.2,0.3,0.0,0.0,0.0,0.0,6.8,MIA,8,WR
Christian KirkARI,3.8,46.9,0.3,0.2,1.3,0.0,0.0,6.6,ARI,8,WR
Randall CobbGB,3.6,42.9,0.4,0.1,0.2,0.0,0.0,6.5,GB,8,WR
Amon-Ra St. BrownDET,4.4,50.9,0.2,0.0,0.1,0.0,0.0,6.3,DET,8,WR
Robby AndersonCAR,4.0,47.3,0.2,0.1,0.7,0.0,0.0,6.3,CAR,8,WR
Darnell MooneyCHI,4.1,50.3,0.2,0.2,1.1,0.0,0.0,6.2,CHI,8,WR
Tyler BoydCIN,4.3,48.3,0.2,0.1,0.9,0.0,0.1,6.2,CIN,8,WR
Odell Beckham Jr.LAR,3.3,46.5,0.2,0.4,2.2,0.0,0.0,6.2,LAR,8,WR
Allen Robinson IICHI,4.1,49.9,0.2,0.0,0.0,0.0,0.0,6.2,ICHI,8,WR
T.Y. HiltonIND,3.7,47.6,0.2,0.0,0.0,0.0,0.0,6.1,IND,8,WR
Van JeffersonLAR,3.1,43.9,0.3,0.0,0.1,0.0,0.0,6.1,LAR,8,WR
Tim PatrickDEN,3.4,45.2,0.3,0.1,0.8,0.0,0.0,6.0,DEN,8,WR
Darius SlaytonNYG,3.2,45.5,0.2,0.0,0.0,0.0,0.0,6.0,NYG,8,WR
Mecole HardmanKC,3.2,41.2,0.2,0.6,4.0,0.0,0.1,5.9,KC,8,WR
Nelson AgholorNE,3.3,43.2,0.2,0.2,1.0,0.0,0.0,5.7,NE,8,WR
Zach PascalIND,3.0,39.0,0.3,0.0,0.0,0.0,0.0,5.5,IND,8,WR
