player,rushing_att,rushing_yds,rushing_td,receiving_rec,receiving_yds,receiving_td,fumbles_lost,fantasy_points,team,position,week,year
Derrick Gore,2.8,10.0,0.1,0.3,3.0,0.0,0.0,1.9,KC,RB,11,2021
DeeJay Dallas,2.0,7.0,0.1,1.0,8.0,0.0,0.0,1.8,SEA,RB,11,2021
Jerick McKinnon,1.2,6.5,0.1,0.9,6.9,0.0,0.0,1.8,KC,RB,11,2021
Chris Evans,1.0,3.3,0.0,1.0,8.9,0.1,0.0,1.7,CIN,RB,11,2021
Tavien Feaster,0.0,9.5,0.1,0.7,3.1,0.0,0.0,1.7,ARI,RB,11,2021
Qadree Ollison,2.1,7.7,0.1,0.4,2.9,0.0,0.0,1.5,ATL,RB,11,2021
Patrick Ricard,0.3,0.7,0.0,1.0,8.3,0.1,0.0,1.4,BAL,RB,11,2021
Alec Ingold,0.7,2.9,0.0,0.8,7.0,0.0,0.0,1.4,LV,RB,11,2021
Kalen Ballage,1.9,5.6,0.1,0.6,3.8,0.0,0.0,1.3,PIT,RB,11,2021
Elijhaa Penny,1.3,6.7,0.1,0.2,1.6,0.0,0.0,1.2,NYG,RB,11,2021
Tarik Cohen,1.7,6.7,0.0,0.7,4.7,0.0,0.0,1.1,CHI,RB,11,2021
C.J. Ham,0.5,2.0,0.0,0.9,6.9,0.0,0.0,1.1,MIN,RB,11,2021
Patrick Laird,1.0,3.0,0.0,0.6,4.4,0.0,0.0,0.9,MIA,RB,11,2021
Dwayne Washington,1.2,5.2,0.0,0.3,3.1,0.0,0.0,0.9,NO,RB,11,2021
Corey Clement,1.8,6.4,0.0,0.3,1.6,0.0,0.0,0.9,DAL,RB,11,2021
Keith Smith,0.9,2.5,0.0,0.6,4.6,0.0,0.0,0.8,ATL,RB,11,2021
Benny Snell Jr.,1.4,4.9,0.0,0.2,1.4,0.0,0.0,0.8,PIT,RB,11,2021
Dare Ogunbowale,0.9,3.4,0.0,0.4,3.0,0.0,0.0,0.7,JAC,RB,11,2021
Kene Nwangwu,0.6,3.9,0.0,0.2,1.7,0.0,0.0,0.7,MIN,RB,11,2021
Ke'Shawn Vaughn,1.6,6.0,0.0,0.1,1.0,0.0,0.0,0.7,TB,RB,11,2021
Godwin Igwebuike,0.9,3.6,0.0,0.1,1.3,0.0,0.0,0.7,DET,RB,11,2021
Alex Armah Jr.,0.7,2.0,0.0,0.3,1.8,0.0,0.0,0.6,WAS,RB,11,2021
Trenton Cannon,1.3,2.0,0.0,0.3,3.2,0.0,0.0,0.5,SF,RB,11,2021
Deon Jackson,0.2,1.8,0.0,0.4,2.2,0.0,0.0,0.5,IND,RB,11,2021
Taiwan Jones,0.5,2.1,0.0,0.2,2.3,0.0,0.0,0.5,BUF,RB,11,2021
Ryan Nall,0.3,0.9,0.0,0.3,3.3,0.0,0.0,0.5,CHI,RB,11,2021
Johnny Stanton,0.7,3.0,0.0,0.2,2.0,0.0,0.0,0.5,CLE,RB,11,2021
Andy Janovich,0.5,0.4,0.0,0.2,1.9,0.0,0.0,0.5,CLE,RB,11,2021
Gary Brightwell,0.5,2.5,0.0,0.1,1.0,0.0,0.0,0.4,NYG,RB,11,2021
Jakob Johnson,0.2,0.4,0.0,0.4,3.4,0.0,0.0,0.4,NE,RB,11,2021
Reggie Gilliam,0.5,2.0,0.0,0.1,2.0,0.0,0.0,0.4,BUF,RB,11,2021
Giovanni Ricci,0.0,0.0,0.0,0.3,4.0,0.0,0.0,0.4,CAR,RB,11,2021
Jason Cabinda,0.9,1.5,0.0,0.2,1.4,0.0,0.0,0.3,DET,RB,11,2021
Michael Burton,0.6,1.3,0.0,0.2,1.2,0.0,0.0,0.3,KC,RB,11,2021
Tory Carter,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.3,TEN,RB,11,2021
Nick Bawden,0.1,0.2,0.0,0.2,1.3,0.0,0.0,0.2,NYJ,RB,11,2021
Nick Bellore,0.3,0.7,0.0,0.1,1.1,0.0,0.0,0.2,SEA,RB,11,2021
Derek Watt,0.2,0.8,0.0,0.2,1.0,0.0,0.0,0.2,PIT,RB,11,2021
Cullen Gillaspia,0.1,0.0,0.0,0.1,0.6,0.0,0.0,0.1,NYG,RB,11,2021
Jonathan Taylor,17.6,84.4,0.9,3.2,26.3,0.2,0.1,16.9,IND,RB,12,2021
Christian McCaffrey,15.9,70.0,0.5,5.6,48.9,0.2,0.1,16.2,CAR,RB,12,2021
Austin Ekeler,13.6,61.8,0.5,4.8,42.5,0.3,0.1,15.3,LAC,RB,12,2021
Ezekiel Elliott,17.6,75.8,0.7,3.2,23.0,0.1,0.1,14.5,DAL,RB,12,2021
D'Andre Swift,16.0,68.1,0.6,4.4,35.5,0.2,0.1,14.5,DET,RB,12,2021
Dalvin Cook,18.6,81.2,0.6,3.1,23.5,0.1,0.2,14.4,MIN,RB,12,2021
Najee Harris,18.3,72.1,0.5,3.9,30.2,0.1,0.1,14.2,PIT,RB,12,2021
Joe Mixon,17.8,75.8,0.6,2.2,18.7,0.1,0.1,13.8,CIN,RB,12,2021
David Montgomery,18.0,75.2,0.6,2.8,21.9,0.1,0.1,13.7,CHI,RB,12,2021
Nick Chubb,15.8,79.8,0.6,1.5,12.8,0.1,0.1,13.0,CLE,RB,12,2021
James Robinson,16.2,68.4,0.7,2.5,19.0,0.1,0.1,12.9,JAC,RB,12,2021
Saquon Barkley,14.0,57.9,0.5,3.7,28.0,0.1,0.1,12.0,NYG,RB,12,2021
Darrell Henderson Jr.,14.1,64.0,0.5,2.5,19.8,0.1,0.1,12.0,LAR,RB,12,2021
Cordarrelle Patterson,10.9,43.6,0.3,4.2,42.4,0.3,0.1,11.9,ATL,RB,12,2021
Antonio Gibson,15.3,60.9,0.6,1.7,13.0,0.1,0.2,10.9,WAS,RB,12,2021
Elijah Mitchell,14.2,66.1,0.5,1.2,9.8,0.0,0.1,10.9,SF,RB,12,2021
Mark Ingram II,12.4,54.0,0.3,3.7,26.0,0.2,0.1,10.8,NO,RB,12,2021
Melvin Gordon III,11.9,55.2,0.6,2.1,14.4,0.1,0.1,10.7,DEN,RB,12,2021
AJ Dillon,12.5,54.0,0.5,2.5,21.0,0.1,0.1,10.7,GB,RB,12,2021
Leonard Fournette,13.6,54.5,0.3,3.8,28.3,0.1,0.1,10.6,TB,RB,12,2021
Myles Gaskin,13.4,53.9,0.3,3.5,24.0,0.2,0.1,10.0,MIA,RB,12,2021
Damien Harris,13.2,59.6,0.6,0.9,7.2,0.0,0.1,10.0,NE,RB,12,2021
Miles Sanders,12.7,57.7,0.4,2.1,16.0,0.1,0.1,10.0,PHI,RB,12,2021
Josh Jacobs,12.5,52.0,0.3,2.9,21.3,0.1,0.1,9.5,LV,RB,12,2021
Rhamondre Stevenson,10.6,45.7,0.5,1.9,16.7,0.1,0.1,9.3,NE,RB,12,2021
Alex Collins,13.3,55.2,0.5,1.1,8.1,0.0,0.1,9.3,SEA,RB,12,2021
Devonta Freeman,9.9,44.3,0.5,2.0,15.3,0.1,0.1,9.1,BAL,RB,12,2021
Tony Jones Jr.,11.7,48.4,0.3,2.2,17.4,0.1,0.1,8.5,NO,RB,12,2021
Javonte Williams,10.4,50.6,0.2,2.1,16.1,0.1,0.1,8.4,DEN,RB,12,2021
Aaron Jones,9.7,41.1,0.3,2.5,19.5,0.1,0.1,8.2,GB,RB,12,2021
D'Onta Foreman,12.5,54.9,0.2,1.4,13.4,0.0,0.1,8.2,TEN,RB,12,2021
Kareem Hunt,7.8,35.1,0.2,3.0,25.3,0.1,0.0,8.0,CLE,RB,12,2021
Ty Johnson,8.4,33.4,0.2,3.3,29.1,0.1,0.1,7.9,NYJ,RB,12,2021
Tony Pollard,9.1,43.1,0.2,2.1,17.6,0.1,0.1,7.7,DAL,RB,12,2021
David Johnson,8.6,33.7,0.2,2.7,22.6,0.1,0.1,7.6,HOU,RB,12,2021
Tevin Coleman,10.5,43.4,0.2,1.5,11.3,0.1,0.1,7.1,NYJ,RB,12,2021
Dontrell Hilliard,8.2,29.7,0.2,3.1,25.7,0.1,0.1,6.7,TEN,RB,12,2021
Rex Burkhead,10.6,38.5,0.3,0.9,8.2,0.1,0.1,6.7,HOU,RB,12,2021
Devin Singletary,8.0,34.9,0.2,2.2,14.7,0.1,0.1,6.1,BUF,RB,12,2021
Kenyan Drake,6.1,27.2,0.2,2.4,19.3,0.1,0.1,6.0,LV,RB,12,2021
J.D. McKissic,4.6,17.9,0.1,3.7,28.1,0.1,0.1,5.6,WAS,RB,12,2021
Jeff Wilson Jr.,7.1,31.3,0.2,1.1,9.7,0.1,0.1,5.6,SF,RB,12,2021
Jamaal Williams,7.7,31.4,0.2,1.2,8.8,0.0,0.0,5.2,DET,RB,12,2021
Matt Breida,6.6,27.9,0.1,1.4,12.7,0.1,0.1,5.2,BUF,RB,12,2021
Mike Davis,7.6,26.9,0.1,2.2,14.5,0.1,0.1,5.2,ATL,RB,12,2021
Latavius Murray,7.7,30.7,0.2,0.9,6.2,0.0,0.1,5.0,BAL,RB,12,2021
Boston Scott,7.5,28.7,0.2,1.2,8.9,0.0,0.0,5.0,PHI,RB,12,2021
Sony Michel,7.1,30.6,0.2,0.9,6.8,0.0,0.0,4.9,LAR,RB,12,2021
Zack Moss,7.2,26.0,0.1,1.5,12.5,0.1,0.1,4.6,BUF,RB,12,2021
Khalil Herbert,6.4,26.0,0.2,0.9,7.6,0.0,0.1,4.4,CHI,RB,12,2021
DeeJay Dallas,5.1,18.8,0.1,1.7,13.4,0.0,0.0,4.3,SEA,RB,12,2021
Nyheim Hines,3.1,13.5,0.1,2.3,17.5,0.1,0.0,4.1,IND,RB,12,2021
Brandon Bolden,2.8,12.0,0.1,2.2,18.7,0.1,0.0,4.0,NE,RB,12,2021
Ronald Jones II,5.6,24.7,0.2,0.4,3.0,0.0,0.1,3.8,TB,RB,12,2021
Alexander Mattison,4.8,19.5,0.1,0.9,7.5,0.0,0.0,3.5,MIN,RB,12,2021
Devontae Booker,4.2,18.5,0.1,1.0,7.0,0.0,0.0,3.4,NYG,RB,12,2021
Samaje Perine,4.5,18.9,0.1,1.0,8.2,0.0,0.0,3.3,CIN,RB,12,2021
Duke Johnson Jr.,5.2,20.0,0.1,0.8,6.6,0.0,0.0,3.3,MIA,RB,12,2021
Carlos Hyde,4.4,17.8,0.1,1.0,6.7,0.0,0.1,3.0,JAC,RB,12,2021
Ty Montgomery,5.1,16.4,0.1,1.3,10.0,0.0,0.1,3.0,NO,RB,12,2021
Trey Sermon,4.1,17.1,0.1,0.5,4.3,0.0,0.0,2.9,SF,RB,12,2021
Wayne Gallman Jr.,4.8,17.9,0.1,0.5,4.0,0.0,0.0,2.8,MIN,RB,12,2021
Kenneth Gainwell,2.5,11.3,0.1,1.1,9.9,0.1,0.0,2.8,PHI,RB,12,2021
Justin Jackson,3.6,17.1,0.1,0.7,5.3,0.0,0.0,2.8,LAC,RB,12,2021
Giovani Bernard,2.1,8.2,0.0,1.6,11.4,0.1,0.0,2.7,TB,RB,12,2021
Patrick Taylor Jr.,3.2,11.2,0.1,0.7,6.1,0.0,0.0,2.5,GB,RB,12,2021
D'Ernest Johnson,2.6,12.0,0.1,0.6,6.0,0.0,0.0,2.4,CLE,RB,12,2021
Royce Freeman,3.9,14.4,0.1,0.5,3.2,0.0,0.0,2.4,HOU,RB,12,2021
Kyle Juszczyk,0.6,1.8,0.0,1.5,14.2,0.1,0.0,2.3,SF,RB,12,2021
Chuba Hubbard,3.5,14.0,0.1,0.7,5.7,0.0,0.0,2.3,CAR,RB,12,2021
Austin Walter,2.5,10.8,0.1,0.8,6.3,0.0,0.0,2.3,NYJ,RB,12,2021
Phillip Lindsay,3.5,13.6,0.1,0.5,3.3,0.0,0.1,2.3,MIA,RB,12,2021
Salvon Ahmed,2.0,12.3,0.1,0.7,5.1,0.0,0.0,2.2,MIA,RB,12,2021
Demetric Felton,1.4,4.3,0.0,0.9,11.5,0.1,0.0,2.2,CLE,RB,12,2021
Larry Rountree III,4.3,15.5,0.1,0.2,1.7,0.0,0.0,2.2,LAC,RB,12,2021
Dwayne Washington,3.1,11.0,0.1,0.6,5.1,0.0,0.0,2.1,NO,RB,12,2021
Qadree Ollison,4.0,12.5,0.1,0.3,3.5,0.0,0.0,1.9,ATL,RB,12,2021
Jaret Patterson,2.9,11.7,0.1,0.3,2.4,0.0,0.0,1.9,WAS,RB,12,2021
Ameer Abdullah,2.0,7.8,0.0,0.9,6.8,0.0,0.0,1.8,CAR,RB,12,2021
Joshua Kelley,2.5,10.0,0.0,0.5,4.1,0.0,0.0,1.6,LAC,RB,12,2021
Chris Evans,0.8,3.1,0.0,0.9,8.5,0.0,0.0,1.6,CIN,RB,12,2021
Jermar Jefferson,1.3,7.7,0.1,0.4,3.0,0.0,0.0,1.5,DET,RB,12,2021
Mike Boone,1.7,8.1,0.1,0.2,1.2,0.0,0.0,1.5,DEN,RB,12,2021
Corey Clement,2.2,7.9,0.1,0.2,1.8,0.0,0.0,1.5,DAL,RB,12,2021
Ty'Son Williams,1.6,7.8,0.1,0.4,3.4,0.0,0.0,1.5,BAL,RB,12,2021
Patrick Ricard,0.3,0.5,0.0,0.9,7.3,0.1,0.0,1.4,BAL,RB,12,2021
Elijhaa Penny,1.7,8.0,0.1,0.2,1.3,0.0,0.0,1.3,NYG,RB,12,2021
Travis Homer,1.4,5.0,0.0,1.0,8.0,0.0,0.0,1.3,SEA,RB,12,2021
Kalen Ballage,1.9,5.3,0.0,0.7,4.2,0.0,0.0,1.3,PIT,RB,12,2021
Godwin Igwebuike,0.9,4.9,0.0,0.4,3.7,0.0,0.0,1.2,DET,RB,12,2021
Patrick Laird,1.1,3.5,0.0,0.7,5.7,0.0,0.0,1.1,MIA,RB,12,2021
Anthony McFarland Jr.,0.9,6.9,0.0,0.3,1.0,0.0,0.0,1.0,PIT,RB,12,2021
C.J. Ham,0.5,2.2,0.0,0.8,6.1,0.0,0.0,1.0,MIN,RB,12,2021
Darius Bradwell,0.0,5.2,0.0,0.4,1.7,0.0,0.0,1.0,CAR,RB,12,2021
Benny Snell Jr.,1.3,4.5,0.0,0.3,1.9,0.0,0.0,0.8,PIT,RB,12,2021
Rashaad Penny,1.4,5.5,0.0,0.3,2.5,0.0,0.0,0.8,SEA,RB,12,2021
Keith Smith,1.1,2.8,0.0,0.5,3.9,0.0,0.0,0.8,ATL,RB,12,2021
Buddy Howell,1.0,5.1,0.0,0.2,1.2,0.0,0.0,0.8,LAR,RB,12,2021
Khari Blasingame,0.6,2.5,0.0,0.4,3.8,0.0,0.0,0.7,TEN,RB,12,2021
Dare Ogunbowale,1.0,3.6,0.0,0.4,3.1,0.0,0.0,0.7,JAC,RB,12,2021
Ke'Shawn Vaughn,1.4,6.0,0.0,0.1,1.0,0.0,0.0,0.7,TB,RB,12,2021
La'Mical Perine,1.6,5.0,0.0,0.2,2.0,0.0,0.0,0.7,NYJ,RB,12,2021
Deon Jackson,0.2,2.1,0.0,0.3,2.5,0.0,0.0,0.6,IND,RB,12,2021
Tory Carter,0.7,2.9,0.0,0.4,3.3,0.0,0.0,0.6,TEN,RB,12,2021
Nick Bawden,0.4,0.9,0.0,0.6,4.9,0.0,0.0,0.6,NYJ,RB,12,2021
Kene Nwangwu,0.6,3.4,0.0,0.2,1.5,0.0,0.0,0.6,MIN,RB,12,2021
Taiwan Jones,0.5,2.2,0.0,0.3,2.5,0.0,0.0,0.5,BUF,RB,12,2021
Ryan Nall,0.6,1.6,0.0,0.4,2.8,0.0,0.0,0.5,CHI,RB,12,2021
Gary Brightwell,0.4,1.8,0.0,0.2,1.3,0.0,0.0,0.4,NYG,RB,12,2021
Reggie Gilliam,0.5,2.0,0.0,0.1,2.0,0.0,0.0,0.4,BUF,RB,12,2021
Jason Cabinda,0.5,1.0,0.0,0.3,2.0,0.0,0.0,0.4,DET,RB,12,2021
Jakob Johnson,0.2,0.4,0.0,0.4,2.8,0.0,0.0,0.4,NE,RB,12,2021
Damarea Crockett,0.4,2.0,0.0,0.1,1.0,0.0,0.0,0.3,DEN,RB,12,2021
Alex Armah Jr.,0.4,1.0,0.0,0.2,2.0,0.0,0.0,0.3,WAS,RB,12,2021
Trenton Cannon,0.2,0.5,0.0,0.2,1.9,0.0,0.0,0.3,SF,RB,12,2021
Giovanni Ricci,0.0,0.0,0.0,0.3,3.0,0.0,0.0,0.3,CAR,RB,12,2021
Derek Watt,0.2,0.6,0.0,0.2,1.1,0.0,0.0,0.2,PIT,RB,12,2021
Andy Janovich,0.2,1.0,0.0,0.1,1.0,0.0,0.0,0.2,CLE,RB,12,2021
Nick Bellore,0.3,1.1,0.0,0.1,0.7,0.0,0.0,0.2,SEA,RB,12,2021
Jonathan Taylor,22.1,107.1,1.0,3.2,26.4,0.1,0.1,19.8,IND,RB,13,2021
Joe Mixon,20.0,85.7,0.8,2.8,20.6,0.1,0.1,15.9,CIN,RB,13,2021
Austin Ekeler,12.5,55.9,0.5,4.8,42.0,0.3,0.1,14.5,LAC,RB,13,2021
Alvin Kamara,17.0,65.6,0.4,4.7,41.1,0.3,0.2,14.5,NO,RB,13,2021
Alexander Mattison,19.6,79.4,0.5,2.8,24.3,0.1,0.1,14.1,MIN,RB,13,2021
Elijah Mitchell,19.9,84.0,0.6,2.0,17.7,0.1,0.1,14.1,SF,RB,13,2021
Leonard Fournette,15.9,64.6,0.7,4.2,30.0,0.1,0.1,14.0,TB,RB,13,2021
James Conner,16.9,67.1,0.7,2.4,19.5,0.1,0.1,13.3,ARI,RB,13,2021
Antonio Gibson,17.4,71.5,0.6,2.9,21.1,0.1,0.1,13.3,WAS,RB,13,2021
Najee Harris,16.7,65.7,0.5,3.7,29.1,0.1,0.1,13.2,PIT,RB,13,2021
Javonte Williams,15.2,71.6,0.5,3.2,26.2,0.1,0.1,13.2,DEN,RB,13,2021
Jamaal Williams,15.1,64.3,0.6,3.2,21.8,0.1,0.0,12.3,DET,RB,13,2021
Miles Sanders,15.5,70.8,0.5,1.9,14.3,0.1,0.1,12.0,PHI,RB,13,2021
David Montgomery,15.7,67.9,0.5,2.7,20.2,0.1,0.1,11.9,CHI,RB,13,2021
Dalvin Cook,14.9,68.1,0.5,2.7,22.5,0.0,0.2,11.7,MIN,RB,13,2021
Myles Gaskin,14.7,57.7,0.5,3.2,22.0,0.1,0.1,11.6,MIA,RB,13,2021
James Robinson,14.4,61.3,0.5,2.6,19.8,0.1,0.1,11.5,JAC,RB,13,2021
Ezekiel Elliott,13.9,57.7,0.5,2.7,19.9,0.1,0.1,11.4,DAL,RB,13,2021
Josh Jacobs,13.7,55.0,0.5,3.1,24.0,0.1,0.1,11.4,LV,RB,13,2021
Cordarrelle Patterson,9.8,44.4,0.3,3.9,38.0,0.2,0.1,11.3,ATL,RB,13,2021
Saquon Barkley,13.9,59.2,0.4,3.4,24.6,0.1,0.1,11.3,NYG,RB,13,2021
Sony Michel,14.9,63.8,0.5,1.7,13.8,0.1,0.1,11.2,LAR,RB,13,2021
Mark Ingram II,13.3,56.9,0.5,2.7,22.3,0.1,0.1,11.0,NO,RB,13,2021
Clyde Edwards-Helaire,13.0,55.5,0.4,1.9,15.5,0.1,0.1,10.0,KC,RB,13,2021
Devonta Freeman,11.1,49.4,0.4,2.0,15.6,0.1,0.1,9.4,BAL,RB,13,2021
Damien Harris,12.1,54.8,0.5,1.0,7.6,0.0,0.1,9.1,NE,RB,13,2021
Rex Burkhead,12.0,46.5,0.3,2.0,17.8,0.1,0.1,8.4,HOU,RB,13,2021
Tony Pollard,8.9,41.0,0.2,2.2,17.9,0.1,0.0,7.4,DAL,RB,13,2021
Devin Singletary,9.8,43.9,0.2,2.2,14.3,0.1,0.1,7.0,BUF,RB,13,2021
Rhamondre Stevenson,9.2,41.4,0.2,1.7,14.3,0.1,0.1,7.0,NE,RB,13,2021
Tevin Coleman,10.5,43.7,0.2,1.6,11.2,0.0,0.0,7.0,NYJ,RB,13,2021
Boston Scott,9.3,38.2,0.3,1.3,9.7,0.1,0.1,6.7,PHI,RB,13,2021
J.D. McKissic,5.3,24.7,0.2,2.9,25.4,0.1,0.1,6.6,WAS,RB,13,2021
Darrel Williams,6.4,26.0,0.2,2.4,20.0,0.1,0.1,6.4,KC,RB,13,2021
Melvin Gordon III,7.3,32.5,0.3,1.1,8.9,0.1,0.1,6.3,DEN,RB,13,2021
Ty Johnson,7.3,27.1,0.1,2.4,20.5,0.1,0.1,6.0,NYJ,RB,13,2021
Darrell Henderson Jr.,7.7,33.9,0.2,1.1,9.0,0.1,0.1,5.9,LAR,RB,13,2021
Kenyan Drake,5.3,22.1,0.1,2.1,18.1,0.1,0.0,5.4,LV,RB,13,2021
Chase Edmonds,6.3,27.5,0.1,2.2,14.9,0.1,0.1,5.2,ARI,RB,13,2021
Matt Breida,6.7,29.1,0.1,1.5,13.0,0.1,0.1,5.2,BUF,RB,13,2021
Latavius Murray,8.1,31.8,0.2,1.0,6.8,0.0,0.1,5.1,BAL,RB,13,2021
Austin Walter,7.8,25.0,0.2,1.2,10.7,0.1,0.1,5.1,NYJ,RB,13,2021
Mike Davis,6.3,22.9,0.1,2.5,17.0,0.1,0.0,5.1,ATL,RB,13,2021
David Johnson,5.6,19.1,0.1,2.4,21.3,0.1,0.1,5.0,HOU,RB,13,2021
Jermar Jefferson,5.9,24.0,0.2,1.3,10.4,0.1,0.1,4.9,DET,RB,13,2021
Jeff Wilson Jr.,7.0,27.3,0.2,1.0,9.5,0.1,0.1,4.9,SF,RB,13,2021
JaMycal Hasty,5.4,19.6,0.1,1.8,16.4,0.0,0.1,4.5,SF,RB,13,2021
Alex Collins,8.8,34.7,0.1,0.7,5.6,0.0,0.0,4.3,SEA,RB,13,2021
Nyheim Hines,3.6,15.6,0.1,2.2,18.1,0.1,0.0,4.3,IND,RB,13,2021
Mike Boone,6.4,26.2,0.2,0.7,5.8,0.0,0.0,4.3,DEN,RB,13,2021
DeeJay Dallas,4.8,17.4,0.1,1.7,13.5,0.0,0.0,4.1,SEA,RB,13,2021
Ronald Jones II,6.0,26.6,0.2,0.4,2.5,0.0,0.1,4.0,TB,RB,13,2021
Zack Moss,6.0,19.6,0.2,0.9,8.3,0.1,0.1,3.9,BUF,RB,13,2021
Rashaad Penny,6.0,24.7,0.2,0.4,4.1,0.0,0.0,3.8,SEA,RB,13,2021
Adrian Peterson,4.8,24.9,0.2,0.3,2.4,0.0,0.0,3.8,SEA,RB,13,2021
Brandon Bolden,2.1,8.8,0.0,2.8,23.0,0.1,0.0,3.7,NE,RB,13,2021
Salvon Ahmed,5.8,20.7,0.1,0.7,5.8,0.0,0.0,3.5,MIA,RB,13,2021
Kenneth Gainwell,2.1,10.2,0.1,1.7,15.7,0.1,0.0,3.4,PHI,RB,13,2021
Devontae Booker,5.2,21.5,0.1,1.0,7.0,0.0,0.1,3.4,NYG,RB,13,2021
Samaje Perine,4.3,16.9,0.1,1.2,9.4,0.0,0.0,3.4,CIN,RB,13,2021
Qadree Ollison,4.2,14.9,0.1,0.8,7.0,0.1,0.0,3.3,ATL,RB,13,2021
Godwin Igwebuike,4.7,18.4,0.1,0.8,6.9,0.0,0.0,3.3,DET,RB,13,2021
Eno Benjamin,4.5,18.1,0.1,0.7,5.6,0.0,0.0,3.2,ARI,RB,13,2021
Peyton Barber,4.6,19.1,0.1,0.5,3.5,0.0,0.0,3.1,LV,RB,13,2021
Kene Nwangwu,4.2,16.6,0.1,0.7,6.0,0.0,0.0,3.1,MIN,RB,13,2021
Kyle Juszczyk,0.7,2.0,0.0,2.0,20.9,0.1,0.0,2.9,SF,RB,13,2021
Jaret Patterson,5.2,19.7,0.1,0.5,3.4,0.0,0.0,2.9,WAS,RB,13,2021
Royce Freeman,5.3,18.8,0.1,0.6,3.8,0.0,0.0,2.8,HOU,RB,13,2021
Duke Johnson Jr.,2.3,12.4,0.1,1.4,11.7,0.0,0.1,2.8,MIA,RB,13,2021
Ty Montgomery,1.7,10.1,0.1,1.5,12.0,0.0,0.0,2.8,NO,RB,13,2021
Khalil Herbert,4.1,17.4,0.1,0.7,5.4,0.0,0.0,2.8,CHI,RB,13,2021
Carlos Hyde,4.5,17.6,0.1,0.9,5.4,0.0,0.0,2.8,JAC,RB,13,2021
Derrick Gore,1.9,11.8,0.1,0.3,2.3,0.0,0.0,2.3,KC,RB,13,2021
Jaylen Samuels,1.6,7.0,0.0,1.3,9.6,0.1,0.0,2.2,ARI,RB,13,2021
Wayne Gallman Jr.,4.8,17.3,0.1,0.2,1.4,0.0,0.0,2.2,MIN,RB,13,2021
Trayveon Williams,2.3,11.8,0.1,0.4,2.6,0.0,0.0,2.0,CIN,RB,13,2021
Nate McCrary,2.2,11.2,0.1,0.3,2.0,0.0,0.0,2.0,BAL,RB,13,2021
Ty'Son Williams,2.2,11.4,0.1,0.2,1.6,0.0,0.0,1.9,BAL,RB,13,2021
Travis Homer,1.8,7.1,0.0,0.8,7.1,0.0,0.0,1.8,SEA,RB,13,2021
Mekhi Sargent,1.9,9.3,0.1,0.4,3.0,0.0,0.0,1.7,JAC,RB,13,2021
Justin Jackson,2.4,11.0,0.0,0.6,3.5,0.0,0.0,1.7,LAC,RB,13,2021
Joshua Kelley,2.3,8.7,0.0,0.5,3.5,0.0,0.0,1.6,LAC,RB,13,2021
Giovani Bernard,1.1,4.8,0.0,1.0,6.5,0.0,0.0,1.5,TB,RB,13,2021
Adam Prentice,0.7,2.6,0.0,0.9,9.0,0.1,0.0,1.5,NO,RB,13,2021
Patrick Ricard,0.2,0.4,0.0,1.1,9.2,0.1,0.0,1.4,BAL,RB,13,2021
Kalen Ballage,2.0,6.5,0.0,0.6,3.9,0.0,0.0,1.4,PIT,RB,13,2021
C.J. Ham,0.9,3.3,0.0,0.9,7.8,0.0,0.0,1.4,MIN,RB,13,2021
Dwayne Washington,2.0,7.5,0.0,0.4,3.4,0.0,0.0,1.3,NO,RB,13,2021
Damien Williams,1.4,5.6,0.1,0.2,1.2,0.0,0.0,1.3,CHI,RB,13,2021
Pooka Williams Jr.,0.0,0.4,0.0,0.7,7.9,0.1,0.0,1.2,CIN,RB,13,2021
Larry Rountree III,2.0,6.1,0.1,0.2,1.9,0.0,0.0,1.2,LAC,RB,13,2021
Damarea Crockett,0.0,4.9,0.0,0.4,3.7,0.0,0.0,1.1,DEN,RB,13,2021
Tony Jones Jr.,3.1,11.1,0.0,0.1,0.2,0.0,0.0,1.1,NO,RB,13,2021
Benny Snell Jr.,1.7,6.3,0.0,0.2,2.0,0.0,0.0,1.0,PIT,RB,13,2021
Tavien Feaster,1.3,5.5,0.0,0.4,2.4,0.0,0.0,1.0,ARI,RB,13,2021
Patrick Laird,0.8,2.7,0.0,0.6,4.8,0.0,0.0,0.9,MIA,RB,13,2021
Elijhaa Penny,1.2,4.9,0.0,0.2,1.1,0.0,0.0,0.9,NYG,RB,13,2021
Corey Clement,2.2,6.8,0.0,0.2,1.6,0.0,0.1,0.9,DAL,RB,13,2021
Deon Jackson,1.2,4.1,0.0,0.3,2.6,0.0,0.0,0.8,IND,RB,13,2021
Keith Smith,0.7,2.1,0.0,0.7,4.3,0.0,0.0,0.8,ATL,RB,13,2021
Dare Ogunbowale,0.8,2.7,0.0,0.5,3.6,0.0,0.0,0.8,JAC,RB,13,2021
Scottie Phillips,1.6,4.7,0.0,0.2,1.6,0.0,0.0,0.6,HOU,RB,13,2021
Ke'Shawn Vaughn,1.2,5.0,0.0,0.1,1.0,0.0,0.0,0.6,TB,RB,13,2021
Nick Bawden,0.4,0.7,0.0,0.5,4.3,0.0,0.0,0.6,NYJ,RB,13,2021
Ryan Nall,0.2,1.4,0.0,0.3,2.7,0.0,0.0,0.5,CHI,RB,13,2021
