player,receiving_rec,receiving_yds,receiving_td,rushing_att,rushing_yds,rushing_td,lst,fantasy_points,team,position,week,year
Albert Wilson,2.1,23.1,0.1,0.4,2.5,0.0,0.0,3.2,MIA,WR,11,2021
Byron Pringle,1.9,23.7,0.1,0.0,0.0,0.0,0.0,3.2,KC,WR,11,2021
Denzel Mims,1.5,25.6,0.1,0.0,0.0,0.0,0.0,3.2,NYJ,WR,11,2021
Nick Westbrook-Ikhine,1.8,21.5,0.2,0.0,0.0,0.0,0.0,3.1,TEN,WR,11,2021
Zay Jones,1.8,22.5,0.1,0.0,0.1,0.0,0.0,3.0,LV,WR,11,2021
Chester Rogers,1.7,20.0,0.1,0.1,0.9,0.0,0.0,2.8,TEN,WR,11,2021
Ja'Marcus Bradley,1.5,21.0,0.1,0.0,0.1,0.0,0.0,2.8,CLE,WR,11,2021
Antoine Wesley,1.7,21.0,0.1,0.0,0.1,0.0,0.0,2.7,ARI,WR,11,2021
Kenny Stills,1.4,18.5,0.1,0.1,0.1,0.0,0.0,2.6,NO,WR,11,2021
Chris Conley,1.5,21.0,0.1,0.0,0.0,0.0,0.0,2.6,HOU,WR,11,2021
Jalen Guyton,1.2,18.0,0.1,0.3,1.5,0.0,0.0,2.5,LAC,WR,11,2021
Mack Hollins,1.5,18.3,0.1,0.0,0.0,0.0,0.0,2.4,MIA,WR,11,2021
Demarcus Robinson,1.4,17.7,0.1,0.0,0.0,0.0,0.0,2.4,KC,WR,11,2021
Freddie Swain,1.5,17.3,0.1,0.2,1.3,0.0,0.0,2.4,SEA,WR,11,2021
Terrace Marshall Jr.,1.6,18.8,0.1,0.0,0.1,0.0,0.0,2.4,CAR,WR,11,2021
Noah Brown,1.3,16.1,0.1,0.0,0.0,0.0,0.0,2.2,DAL,WR,11,2021
John Ross,1.0,15.4,0.1,0.0,0.0,0.0,0.0,2.2,NYG,WR,11,2021
Ray-Ray McCloud,1.6,15.9,0.1,0.0,0.5,0.0,0.0,2.1,PIT,WR,11,2021
Damiere Byrd,1.3,16.5,0.1,0.0,0.0,0.0,0.0,2.1,CHI,WR,11,2021
Dyami Brown,1.3,15.3,0.1,0.1,0.1,0.0,0.0,2.0,WAS,WR,11,2021
Brandon Zylstra,1.1,15.0,0.1,0.0,0.0,0.0,0.0,2.0,CAR,WR,11,2021
Juwann Winfree,1.4,14.7,0.1,0.0,0.0,0.0,0.0,2.0,GB,WR,11,2021
Joshua Palmer,1.1,13.9,0.1,0.0,0.0,0.0,0.0,2.0,LAC,WR,11,2021
Isaiah Ford,1.3,15.3,0.1,0.0,0.1,0.0,0.0,2.0,MIA,WR,11,2021
Mohamed Sanu Sr.,1.5,15.3,0.1,0.0,0.0,0.0,0.0,2.0,SF,WR,11,2021
Braxton Berrios,1.3,13.4,0.1,0.1,0.7,0.0,0.0,2.0,NYJ,WR,11,2021
Dez Fitzpatrick,1.1,13.0,0.1,0.0,0.1,0.0,0.0,1.8,TEN,WR,11,2021
Isaiah McKenzie,0.8,8.7,0.1,0.7,3.6,0.0,0.0,1.8,BUF,WR,11,2021
Malik Turner,1.0,12.2,0.1,0.0,0.0,0.0,0.0,1.8,DAL,WR,11,2021
Collin Johnson,1.2,13.5,0.1,0.0,0.0,0.0,0.0,1.8,NYG,WR,11,2021
Jauan Jennings,1.0,12.3,0.1,0.0,0.0,0.0,0.0,1.8,SF,WR,11,2021
N'Keal Harry,1.0,11.3,0.1,0.0,0.0,0.0,0.0,1.7,NE,WR,11,2021
KhaDarel Hodge,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.7,DET,WR,11,2021
Chris Moore,1.1,12.3,0.1,0.0,0.0,0.0,0.0,1.7,HOU,WR,11,2021
D'Wayne Eskridge,0.8,9.9,0.0,0.7,3.1,0.0,0.0,1.6,SEA,WR,11,2021
Josh Gordon,0.8,11.7,0.1,0.0,0.0,0.0,0.0,1.6,KC,WR,11,2021
Lil'Jordan Humphrey,0.9,11.3,0.1,0.0,0.0,0.0,0.0,1.6,NO,WR,11,2021
Frank Darby,1.0,11.8,0.1,0.0,0.1,0.0,0.0,1.5,ATL,WR,11,2021
Cam Sims,0.9,10.8,0.1,0.0,0.2,0.0,0.0,1.4,WAS,WR,11,2021
Jaelon Darden,0.8,9.5,0.1,0.1,0.7,0.0,0.0,1.4,TB,WR,11,2021
Trent Sherfield,0.7,8.6,0.1,0.0,0.0,0.0,0.0,1.3,SF,WR,11,2021
James Proche II,0.8,10.5,0.0,0.0,0.0,0.0,0.0,1.3,BAL,WR,11,2021
Tavon Austin,0.9,8.9,0.1,0.0,0.0,0.0,0.0,1.3,JAC,WR,11,2021
Equanimeous St. Brown,0.7,9.3,0.1,0.0,0.4,0.0,0.0,1.3,GB,WR,11,2021
Dax Milne,0.8,9.7,0.0,0.0,0.0,0.0,0.0,1.2,WAS,WR,11,2021
Amari Rodgers,0.6,7.4,0.0,0.1,0.5,0.0,0.0,1.0,GB,WR,11,2021
Ashton Dulin,0.8,8.3,0.0,0.0,0.1,0.0,0.0,1.0,IND,WR,11,2021
Donovan Peoples-Jones,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,CLE,WR,11,2021
Sterling Shepard,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,NYG,WR,11,2021
Dede Westbrook,0.8,8.7,0.0,0.0,0.0,0.0,0.0,1.0,MIN,WR,11,2021
Dezmon Patmon,0.6,5.9,0.1,0.0,0.1,0.0,0.0,1.0,IND,WR,11,2021
Penny Hart,0.6,7.6,0.0,0.0,0.0,0.0,0.0,1.0,SEA,WR,11,2021
Jeff Smith,0.5,6.4,0.0,0.1,0.4,0.0,0.0,0.8,NYJ,WR,11,2021
Lawrence Cager,0.4,6.1,0.0,0.0,0.1,0.0,0.0,0.8,NYJ,WR,11,2021
Tom Kennedy,0.5,6.8,0.0,0.0,0.1,0.0,0.0,0.8,DET,WR,11,2021
Mike Thomas,0.5,5.6,0.0,0.0,0.0,0.0,0.0,0.7,CIN,WR,11,2021
Laquon Treadwell,0.8,7.0,0.0,0.0,0.0,0.0,0.0,0.7,JAC,WR,11,2021
Andy Isabella,0.3,6.2,0.0,0.0,0.2,0.0,0.0,0.7,ARI,WR,11,2021
Isaiah Coulter,0.3,4.9,0.0,0.0,0.3,0.0,0.0,0.6,CHI,WR,11,2021
Dillon Stoner,0.4,4.8,0.0,0.0,0.1,0.0,0.0,0.6,LV,WR,11,2021
Travis Benjamin,0.4,5.2,0.0,0.0,0.1,0.0,0.0,0.6,SF,WR,11,2021
Greg Ward,0.4,4.4,0.0,0.0,0.1,0.0,0.0,0.5,PHI,WR,11,2021
Dan Chisena,0.2,4.0,0.0,0.0,0.1,0.0,0.0,0.5,MIN,WR,11,2021
Andre Roberts,0.1,2.7,0.0,0.2,0.8,0.0,0.0,0.4,LAC,WR,11,2021
Breshad Perriman,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.4,TB,WR,11,2021
Alex Erickson,0.2,2.5,0.0,0.0,0.3,0.0,0.0,0.3,CAR,WR,11,2021
J.J. Arcega-Whiteside,0.2,2.6,0.0,0.0,0.0,0.0,0.0,0.3,PHI,WR,11,2021
Greg Dortch,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.3,ARI,WR,11,2021
Christian Blake,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.3,ATL,WR,11,2021
Tylan Wallace,0.1,2.5,0.0,0.0,0.1,0.0,0.0,0.3,BAL,WR,11,2021
Daurice Fountain,0.1,2.0,0.0,0.0,0.1,0.0,0.0,0.3,KC,WR,11,2021
Matthew Slater,0.1,2.0,0.0,0.0,0.2,0.0,0.0,0.2,NE,WR,11,2021
Maurice Ffrench,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,LAC,WR,11,2021
Stanley Morgan Jr.,0.1,1.5,0.0,0.0,0.1,0.0,0.0,0.2,CIN,WR,11,2021
Gunner Olszewski,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1,NE,WR,11,2021
Marcus Kemp,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1,KC,WR,11,2021
Cooper Kupp,8.0,103.1,0.7,0.1,0.2,0.0,0.1,14.6,LAR,WR,12,2021
Deebo Samuel,5.3,79.3,0.6,2.5,18.4,0.2,0.1,14.0,SF,WR,12,2021
Davante Adams,7.5,93.8,0.7,0.0,0.0,0.0,0.1,13.4,GB,WR,12,2021
Justin Jefferson,6.3,91.1,0.6,0.5,2.1,0.0,0.1,12.9,MIN,WR,12,2021
Stefon Diggs,6.3,83.1,0.6,0.0,0.2,0.0,0.1,11.9,BUF,WR,12,2021
Chris Godwin,6.4,81.4,0.6,0.1,0.4,0.0,0.1,11.8,TB,WR,12,2021
Ja'Marr Chase,5.1,77.3,0.6,0.8,3.7,0.0,0.1,11.8,CIN,WR,12,2021
Mike Evans,5.2,75.4,0.7,0.1,0.2,0.0,0.0,11.6,TB,WR,12,2021
Keenan Allen,7.1,80.8,0.5,0.0,0.1,0.0,0.1,11.1,LAC,WR,12,2021
D.K. Metcalf,5.1,73.3,0.6,0.0,0.4,0.0,0.0,11.1,SEA,WR,12,2021
Diontae Johnson,6.7,78.2,0.5,0.2,1.7,0.0,0.1,11.0,PIT,WR,12,2021
Adam Thielen,5.6,67.8,0.6,0.1,0.2,0.0,0.1,10.4,MIN,WR,12,2021
Terry McLaurin,5.6,72.9,0.5,0.1,0.5,0.0,0.1,10.4,WAS,WR,12,2021
Tyler Lockett,5.5,70.4,0.6,0.0,0.0,0.0,0.1,10.3,SEA,WR,12,2021
Brandin Cooks,5.9,73.0,0.5,0.0,0.4,0.0,0.1,10.2,HOU,WR,12,2021
Darnell Mooney,5.3,70.0,0.5,0.2,1.0,0.0,0.0,10.1,CHI,WR,12,2021
Michael Gallup,4.8,69.1,0.5,0.0,0.0,0.0,0.0,10.0,DAL,WR,12,2021
Cordarrelle Patterson,3.7,45.1,0.2,8.2,30.6,0.2,0.1,9.8,ATL,WR,12,2021
DJ Moore,5.1,68.2,0.4,0.5,2.9,0.0,0.1,9.7,CAR,WR,12,2021
Michael Pittman Jr.,5.4,66.7,0.5,0.1,0.7,0.0,0.1,9.7,IND,WR,12,2021
DeVonta Smith,4.7,65.8,0.5,0.0,0.0,0.0,0.0,9.7,PHI,WR,12,2021
Marquise Brown,5.1,66.4,0.4,0.0,0.2,0.0,0.0,9.2,BAL,WR,12,2021
Hunter Renfrow,5.6,62.1,0.5,0.2,1.1,0.0,0.1,9.0,LV,WR,12,2021
Kenny Golladay,4.6,64.8,0.4,0.0,0.0,0.0,0.0,9.0,NYG,WR,12,2021
Jaylen Waddle,6.1,61.9,0.4,0.3,1.4,0.0,0.1,8.9,MIA,WR,12,2021
Mike Williams,4.4,64.5,0.3,0.0,0.0,0.0,0.0,8.5,LAC,WR,12,2021
Jerry Jeudy,4.5,57.5,0.4,0.4,2.0,0.0,0.0,8.3,DEN,WR,12,2021
Chase Claypool,4.4,62.7,0.2,1.2,6.0,0.0,0.0,8.3,PIT,WR,12,2021
Jarvis Landry,4.4,54.6,0.4,0.5,3.2,0.0,0.0,8.3,CLE,WR,12,2021
Elijah Moore,4.4,57.6,0.3,0.5,3.6,0.0,0.0,8.2,NYJ,WR,12,2021
Tee Higgins,4.4,59.2,0.3,0.0,0.2,0.0,0.1,7.6,CIN,WR,12,2021
Brandon Aiyuk,4.3,53.5,0.3,0.4,2.3,0.0,0.0,7.6,SF,WR,12,2021
Marvin Jones Jr.,4.3,55.8,0.3,0.0,0.0,0.0,0.1,7.5,JAC,WR,12,2021
Tre'Quan Smith,3.7,46.9,0.4,0.0,0.1,0.0,0.0,7.2,NO,WR,12,2021
Courtland Sutton,4.1,58.3,0.2,0.0,0.1,0.0,0.0,7.2,DEN,WR,12,2021
Cole Beasley,4.8,52.5,0.3,0.0,0.0,0.0,0.0,6.8,BUF,WR,12,2021
Jamison Crowder,4.6,52.7,0.3,0.0,0.2,0.0,0.1,6.8,NYJ,WR,12,2021
Odell Beckham Jr.,3.8,51.5,0.2,0.3,1.6,0.0,0.0,6.8,LAR,WR,12,2021
Jakobi Meyers,5.1,56.1,0.2,0.0,0.1,0.0,0.0,6.8,NE,WR,12,2021
Van Jefferson,4.0,52.1,0.3,0.0,0.0,0.0,0.0,6.7,LAR,WR,12,2021
Cedrick Wilson Jr.,3.7,46.3,0.3,0.1,0.6,0.0,0.0,6.7,DAL,WR,12,2021
Emmanuel Sanders,3.8,51.0,0.2,0.2,1.0,0.0,0.0,6.7,BUF,WR,12,2021
Nick Westbrook-Ikhine,3.4,44.1,0.3,0.0,0.1,0.0,0.0,6.3,TEN,WR,12,2021
Laviska Shenault Jr.,4.4,45.5,0.2,0.9,4.9,0.0,0.1,6.2,JAC,WR,12,2021
Darius Slayton,3.7,48.5,0.2,0.0,0.1,0.0,0.0,6.1,NYG,WR,12,2021
Tyler Boyd,4.0,45.5,0.2,0.1,0.8,0.0,0.0,6.0,CIN,WR,12,2021
Russell Gage,4.4,48.2,0.2,0.0,0.2,0.0,0.0,6.0,ATL,WR,12,2021
Marquez Valdes-Scantling,2.9,44.8,0.2,0.0,0.2,0.0,0.0,5.9,GB,WR,12,2021
Rashod Bateman,3.5,46.5,0.2,0.0,0.3,0.0,0.0,5.8,BAL,WR,12,2021
Marquise Goodwin,3.0,46.2,0.2,0.1,0.3,0.0,0.0,5.8,CHI,WR,12,2021
Nelson Agholor,3.2,42.7,0.2,0.1,0.6,0.0,0.0,5.7,NE,WR,12,2021
Tim Patrick,3.2,42.4,0.2,0.0,0.0,0.0,0.0,5.7,DEN,WR,12,2021
Kendrick Bourne,3.0,39.5,0.2,0.6,4.1,0.0,0.0,5.6,NE,WR,12,2021
Bryan Edwards,2.7,43.3,0.2,0.1,0.3,0.0,0.0,5.5,LV,WR,12,2021
Amon-Ra St. Brown,3.8,44.6,0.2,0.1,0.4,0.0,0.0,5.5,DET,WR,12,2021
T.Y. Hilton,3.2,40.9,0.2,0.0,0.0,0.0,0.0,5.4,IND,WR,12,2021
Dez Fitzpatrick,3.3,43.4,0.2,0.0,0.2,0.0,0.1,5.4,TEN,WR,12,2021
Robby Anderson,3.4,41.2,0.2,0.0,0.2,0.0,0.0,5.4,CAR,WR,12,2021
Marquez Callaway,3.3,41.4,0.2,0.0,0.0,0.0,0.0,5.4,NO,WR,12,2021
Donovan Peoples-Jones,2.4,40.3,0.2,0.0,0.0,0.0,0.0,5.3,CLE,WR,12,2021
Curtis Samuel,2.8,31.7,0.2,1.1,8.2,0.1,0.0,5.3,WAS,WR,12,2021
Corey Davis,4.0,52.0,0.0,0.0,0.0,0.0,0.0,5.2,NYJ,WR,12,2021
Kalif Raymond,3.0,40.0,0.2,0.1,0.2,0.0,0.0,5.1,DET,WR,12,2021
Olamide Zaccheaus,2.7,36.1,0.2,0.0,0.0,0.0,0.0,5.1,ATL,WR,12,2021
Zach Pascal,3.0,35.8,0.2,0.1,0.3,0.0,0.0,5.0,IND,WR,12,2021
Deonte Harty,3.2,37.3,0.2,0.3,2.0,0.0,0.0,4.9,NO,WR,12,2021
Keelan Cole Sr.,2.5,36.9,0.2,0.0,0.0,0.0,0.0,4.7,NYJ,WR,12,2021
Chester Rogers,3.1,36.9,0.1,0.0,0.4,0.0,0.0,4.5,TEN,WR,12,2021
Quez Watkins,2.6,35.1,0.1,0.0,0.0,0.0,0.0,4.3,PHI,WR,12,2021
Nico Collins,2.6,32.7,0.1,0.0,0.1,0.0,0.0,4.1,HOU,WR,12,2021
Tajae Sharpe,2.6,31.8,0.1,0.0,0.0,0.0,0.0,4.0,ATL,WR,12,2021
Randall Cobb,2.5,28.7,0.2,0.0,0.1,0.0,0.0,3.9,GB,WR,12,2021
K.J. Osborn,2.5,30.8,0.1,0.0,0.3,0.0,0.0,3.9,MIN,WR,12,2021
James Washington,2.2,30.4,0.1,0.1,0.5,0.0,0.0,3.9,PIT,WR,12,2021
Sammy Watkins,2.3,31.4,0.1,0.0,0.3,0.0,0.0,3.9,BAL,WR,12,2021
Albert Wilson,2.6,28.3,0.1,0.5,3.3,0.0,0.0,3.8,MIA,WR,12,2021
Josh Reynolds,2.4,30.4,0.1,0.0,0.1,0.0,0.0,3.8,DET,WR,12,2021
Allen Lazard,2.1,25.4,0.2,0.0,0.2,0.0,0.0,3.7,GB,WR,12,2021
DeAndre Carter,2.2,27.9,0.1,0.3,1.9,0.0,0.0,3.7,WAS,WR,12,2021
John Ross,1.9,27.6,0.1,0.1,0.8,0.0,0.0,3.7,NYG,WR,12,2021
Noah Brown,2.2,27.3,0.1,0.0,0.1,0.0,0.0,3.6,DAL,WR,12,2021
Danny Amendola,2.4,26.9,0.1,0.0,0.0,0.0,0.0,3.6,HOU,WR,12,2021
Denzel Mims,1.6,29.1,0.1,0.0,0.0,0.0,0.0,3.5,NYJ,WR,12,2021
Chris Conley,2.1,27.9,0.1,0.0,0.0,0.0,0.0,3.5,HOU,WR,12,2021
Jalen Reagor,2.2,23.5,0.1,0.4,2.2,0.0,0.0,3.3,PHI,WR,12,2021
Gabriel Davis,1.4,23.2,0.2,0.0,0.0,0.0,0.0,3.3,BUF,WR,12,2021
Mack Hollins,2.0,23.4,0.1,0.0,0.0,0.0,0.0,3.1,MIA,WR,12,2021
Laquon Treadwell,1.8,21.6,0.2,0.0,0.1,0.0,0.0,3.1,JAC,WR,12,2021
Tyler Johnson,1.9,22.4,0.1,0.0,0.1,0.0,0.0,3.0,TB,WR,12,2021
DeSean Jackson,1.3,24.0,0.1,0.2,1.2,0.0,0.0,3.0,LV,WR,12,2021
Rashard Higgins,1.7,24.1,0.1,0.0,0.0,0.0,0.0,3.0,CLE,WR,12,2021
Adam Humphries,2.1,23.3,0.1,0.0,0.1,0.0,0.0,2.9,WAS,WR,12,2021
Ja'Marcus Bradley,1.6,22.2,0.1,0.0,0.0,0.0,0.0,2.9,CLE,WR,12,2021
Preston Williams,1.6,21.3,0.1,0.0,0.1,0.0,0.0,2.8,MIA,WR,12,2021
Malik Turner,1.6,19.1,0.1,0.0,0.0,0.0,0.0,2.8,DAL,WR,12,2021
Zay Jones,1.7,22.0,0.1,0.0,0.1,0.0,0.0,2.8,LV,WR,12,2021
Ty Montgomery,1.6,14.5,0.1,1.4,6.1,0.0,0.0,2.7,NO,WR,12,2021
Braxton Berrios,1.6,19.1,0.1,0.0,0.3,0.0,0.0,2.6,NYJ,WR,12,2021
Jalen Guyton,1.3,18.6,0.1,0.3,1.8,0.0,0.0,2.6,LAC,WR,12,2021
Freddie Swain,1.5,17.3,0.1,0.2,1.6,0.0,0.0,2.6,SEA,WR,12,2021
Scotty Miller,1.2,17.4,0.1,0.0,0.3,0.0,0.0,2.5,TB,WR,12,2021
Juwan Johnson,1.3,12.1,0.2,0.0,0.0,0.0,0.0,2.4,NO,WR,12,2021
Kenny Stills,1.3,15.4,0.1,0.1,0.1,0.0,0.0,2.4,NO,WR,12,2021
Brandon Zylstra,1.4,19.1,0.1,0.0,0.0,0.0,0.0,2.4,CAR,WR,12,2021
Devin Duvernay,1.5,15.6,0.1,0.2,1.9,0.0,0.0,2.4,BAL,WR,12,2021
Ray-Ray McCloud,1.5,14.4,0.1,0.5,3.1,0.0,0.0,2.4,PIT,WR,12,2021
Damiere Byrd,1.5,18.3,0.1,0.0,0.0,0.0,0.0,2.3,CHI,WR,12,2021
Joshua Palmer,1.5,17.5,0.1,0.0,0.3,0.0,0.0,2.3,LAC,WR,12,2021
Collin Johnson,1.5,16.5,0.1,0.0,0.0,0.0,0.0,2.2,NYG,WR,12,2021
N'Keal Harry,1.3,15.0,0.1,0.0,0.2,0.0,0.0,2.2,NE,WR,12,2021
Tavon Austin,1.4,15.2,0.1,0.2,1.0,0.0,0.0,2.2,JAC,WR,12,2021
Breshad Perriman,1.0,15.1,0.1,0.0,0.0,0.0,0.0,2.1,TB,WR,12,2021
Chris Moore,1.2,14.2,0.1,0.0,0.0,0.0,0.0,2.1,HOU,WR,12,2021
Anthony Miller,1.3,15.1,0.1,0.1,0.7,0.0,0.0,2.0,PIT,WR,12,2021
Mohamed Sanu Sr.,1.3,14.7,0.1,0.0,0.0,0.0,0.0,1.9,SF,WR,12,2021
Dyami Brown,1.1,14.1,0.1,0.1,0.1,0.0,0.0,1.9,WAS,WR,12,2021
Jauan Jennings,1.0,12.3,0.1,0.0,0.0,0.0,0.0,1.8,SF,WR,12,2021
Cody Hollister,1.0,13.7,0.1,0.0,0.0,0.0,0.0,1.8,TEN,WR,12,2021
Shi Smith,1.0,13.1,0.1,0.0,0.4,0.0,0.0,1.7,CAR,WR,12,2021
D'Wayne Eskridge,0.8,10.4,0.0,0.5,2.7,0.0,0.0,1.7,SEA,WR,12,2021
Lil'Jordan Humphrey,1.0,11.1,0.1,0.0,0.0,0.0,0.0,1.6,NO,WR,12,2021
Cam Sims,1.0,12.5,0.1,0.1,0.1,0.0,0.0,1.6,WAS,WR,12,2021
Marquez Stevenson,0.9,10.2,0.1,0.0,0.7,0.0,0.0,1.5,BUF,WR,12,2021
Kendall Hinton,1.0,11.3,0.0,0.1,0.2,0.0,0.0,1.4,DEN,WR,12,2021
Jeff Smith,0.8,10.2,0.1,0.1,0.3,0.0,0.0,1.3,NYJ,WR,12,2021
Ashton Dulin,0.7,8.1,0.1,0.0,0.3,0.0,0.0,1.3,IND,WR,12,2021
Trent Sherfield,0.6,7.7,0.1,0.0,0.0,0.0,0.0,1.2,SF,WR,12,2021
Kevin White,0.6,8.4,0.1,0.0,0.3,0.0,0.0,1.2,NO,WR,12,2021
Landen Akers,0.8,8.3,0.1,0.0,0.4,0.0,0.0,1.2,LAR,WR,12,2021
KhaDarel Hodge,0.8,10.3,0.0,0.0,0.0,0.0,0.0,1.2,DET,WR,12,2021
Equanimeous St. Brown,0.7,8.1,0.0,0.2,0.9,0.0,0.0,1.1,GB,WR,12,2021
Jaelon Darden,0.7,7.6,0.0,0.2,0.9,0.0,0.0,1.1,TB,WR,12,2021
Dede Westbrook,0.9,8.5,0.0,0.0,0.0,0.0,0.0,1.1,MIN,WR,12,2021
Dezmon Patmon,0.6,6.0,0.1,0.0,0.1,0.0,0.0,1.0,IND,WR,12,2021
Penny Hart,0.6,7.1,0.0,0.1,0.4,0.0,0.0,1.0,SEA,WR,12,2021
Frank Darby,0.5,6.7,0.0,0.0,0.1,0.0,0.0,0.9,ATL,WR,12,2021
Isaiah Ford,0.5,6.5,0.0,0.0,0.0,0.0,0.0,0.9,MIA,WR,12,2021
Dax Milne,0.6,7.5,0.0,0.0,0.0,0.0,0.0,0.8,WAS,WR,12,2021
J.J. Koski,0.5,5.4,0.0,0.0,0.1,0.0,0.0,0.7,LAR,WR,12,2021
Isaiah McKenzie,0.5,5.0,0.0,0.6,2.0,0.0,0.0,0.7,BUF,WR,12,2021
Jaydon Mickens,0.4,5.7,0.0,0.0,0.0,0.0,0.0,0.7,JAC,WR,12,2021
Simi Fehoko,0.4,5.2,0.0,0.0,0.1,0.0,0.0,0.6,DAL,WR,12,2021
J.J. Arcega-Whiteside,0.4,4.7,0.0,0.0,0.0,0.0,0.0,0.6,PHI,WR,12,2021
Christian Blake,0.4,4.7,0.0,0.0,0.0,0.0,0.0,0.6,ATL,WR,12,2021
Tom Kennedy,0.4,4.9,0.0,0.0,0.1,0.0,0.0,0.6,DET,WR,12,2021
Mike Thomas,0.4,4.6,0.0,0.0,0.0,0.0,0.0,0.6,CIN,WR,12,2021
Dillon Stoner,0.3,4.1,0.0,0.0,0.1,0.0,0.0,0.5,LV,WR,12,2021
Travis Benjamin,0.3,3.9,0.0,0.0,0.1,0.0,0.0,0.5,SF,WR,12,2021
Isaiah Coulter,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.5,CHI,WR,12,2021
James Proche II,0.3,4.1,0.0,0.0,0.1,0.0,0.0,0.5,BAL,WR,12,2021
Jake Kumerow,0.2,3.0,0.0,0.0,0.1,0.0,0.0,0.4,BUF,WR,12,2021
Andre Roberts,0.1,2.3,0.0,0.5,1.3,0.0,0.0,0.4,LAC,WR,12,2021
Dan Chisena,0.1,3.3,0.0,0.0,0.1,0.0,0.0,0.4,MIN,WR,12,2021
Tylan Wallace,0.1,2.6,0.0,0.0,0.1,0.0,0.0,0.3,BAL,WR,12,2021
Gunner Olszewski,0.1,2.2,0.0,0.0,0.2,0.0,0.0,0.3,NE,WR,12,2021
Amari Rodgers,0.1,2.2,0.0,0.1,0.1,0.0,0.0,0.3,GB,WR,12,2021
Matthew Slater,0.1,2.4,0.0,0.0,0.2,0.0,0.0,0.3,NE,WR,12,2021
Greg Ward,0.3,2.5,0.0,0.0,0.1,0.0,0.0,0.3,PHI,WR,12,2021
Stanley Morgan Jr.,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2,CIN,WR,12,2021
Diontae Spencer,0.1,1.7,0.0,0.0,0.3,0.0,0.0,0.2,DEN,WR,12,2021
Alex Erickson,0.1,1.4,0.0,0.0,0.2,0.0,0.0,0.2,CAR,WR,12,2021
Cooper Kupp,7.6,99.5,0.8,0.1,0.3,0.0,0.1,14.6,LAR,WR,13,2021
Justin Jefferson,6.5,94.7,0.7,0.4,2.2,0.0,0.1,13.6,MIN,WR,13,2021
Tyreek Hill,6.7,83.6,0.7,0.8,5.4,0.0,0.1,13.2,KC,WR,13,2021
Cordarrelle Patterson,4.5,50.4,0.2,9.7,41.4,0.3,0.1,12.0,ATL,WR,13,2021
Keenan Allen,7.1,82.4,0.5,0.0,0.1,0.0,0.1,11.4,LAC,WR,13,2021
Ja'Marr Chase,5.4,74.7,0.6,0.6,3.0,0.0,0.1,11.3,CIN,WR,13,2021
Adam Thielen,5.6,71.2,0.7,0.0,0.1,0.0,0.0,11.2,MIN,WR,13,2021
Chris Godwin,6.1,75.8,0.6,0.3,1.8,0.0,0.1,11.2,TB,WR,13,2021
Stefon Diggs,6.2,77.9,0.6,0.0,0.1,0.0,0.1,11.2,BUF,WR,13,2021
Diontae Johnson,6.5,76.9,0.5,0.2,1.5,0.0,0.1,10.9,PIT,WR,13,2021
Mike Evans,5.0,70.2,0.7,0.1,0.2,0.0,0.0,10.9,TB,WR,13,2021
Brandon Aiyuk,5.4,72.6,0.5,0.7,3.2,0.0,0.1,10.6,SF,WR,13,2021
DeAndre Hopkins,5.5,70.2,0.6,0.0,0.1,0.0,0.1,10.5,ARI,WR,13,2021
Marquise Brown,5.4,71.7,0.6,0.1,0.2,0.0,0.1,10.4,BAL,WR,13,2021
CeeDee Lamb,5.1,68.7,0.6,0.4,2.2,0.0,0.1,10.3,DAL,WR,13,2021
Terry McLaurin,5.6,73.1,0.5,0.1,0.5,0.0,0.1,10.3,WAS,WR,13,2021
Hunter Renfrow,6.2,71.3,0.5,0.2,1.1,0.0,0.1,10.2,LV,WR,13,2021
Darnell Mooney,5.3,70.0,0.4,0.3,2.0,0.0,0.0,9.9,CHI,WR,13,2021
Michael Pittman Jr.,5.2,68.3,0.5,0.1,0.5,0.0,0.0,9.9,IND,WR,13,2021
Tyler Lockett,4.9,67.1,0.5,0.0,0.0,0.0,0.0,9.7,SEA,WR,13,2021
Jaylen Waddle,6.3,65.9,0.5,0.3,1.5,0.0,0.1,9.7,MIA,WR,13,2021
Tee Higgins,4.9,64.8,0.5,0.1,0.3,0.0,0.1,9.5,CIN,WR,13,2021
Brandin Cooks,5.3,67.3,0.4,0.1,0.4,0.0,0.1,9.3,HOU,WR,13,2021
Deebo Samuel,1.8,32.2,0.1,3.8,29.7,0.4,0.1,9.0,SF,WR,13,2021
Odell Beckham Jr.,4.0,55.4,0.5,0.3,1.7,0.0,0.0,8.7,LAR,WR,13,2021
DeVonta Smith,4.8,66.4,0.3,0.0,0.0,0.0,0.0,8.6,PHI,WR,13,2021
